fullname,hand,ioc,ht,sex
Arklon Huertas Del Pino,,PER,,M
Kengo Sasaki,,JPN,,M
Naoto Kai,,JPN,,M
Youlian Iakovlev,,FRA,,M
Samuel Brosset,,FRA,,M
Zvonimir Oreskovic,R,CRO,,M
Mike Urbanija,R,SLO,,M
Pavle Daljev,R,SRB,,M
Xinmu Zhou,,UNK,,M
Ivan Kosec,,SVK,,M
Burak Can Yilmaz,R,TUR,,M
Yash Chaurasia,R,IND,,M
Daisuke Sumizawa,,JPN,,M
Peter Bertran,,DOM,,M
Dong Ju Kim,,KOR,,M
Christian Langmo,,USA,,M
Tadas Babelis,,LTU,,M
Omni Kumar,,USA,,M
Tom Evans,,AUS,,M
Roman Andres Burruchaga,,ARG,,M
Seita Watanabe,,JPN,,M
Bastien Presuhn,,GER,,M
Harry Wendelken,,GBR,,M
Pedro Vives Marcos,R,ESP,,M
Imran Sibille,R,FRA,,M
Kousuke Ogura,,JPN,,M
Maksim Tikhomirov,,USA,,M
Robert Cash,,USA,,M
Osman Torski,,GER,,M
Aleksi Lofman,,FIN,,M
Leevi Saatela,,FIN,,M
Tomas Vanko,,SVK,,M
Peter Makk,,HUN,,M
Filippo Speziali,,ITA,,M
Gabriele Bosio,,ITA,,M
Yoav Schab,R,ISR,,M
Vivien Cabos,,FRA,,M
Bekkhan Atlangeriev,,RUS,,M
Herbert Jody Maginley,R,ANT,,M
Frank Barnett,,USA,,M
Mohamed Abdel Aziz,,EGY,,M
Sumit Sarkar,,USA,,M
Leny Mitjana,R,FRA,,M
Yair Sarouk,,ISR,,M
Shahar Elbaz,,ISR,,M
Jason Kros,,USA,,M
Alec Deckers,R,NED,,M
Stephan Fransen,R,NED,,M
Mikko Rouvala,,FIN,,M
Alexander Knight,,USA,,M
Mcclain Kessler,,USA,,M
Paul Oosterbaan,,USA,,M
Patrick Harper,,AUS,,M
Leo Bresson,,FRA,,M
Erik Chren,,SVK,,M
Samuel Puskar,R,SVK,,M
Patryk Kosinski,,POL,,M
Aleksander Woznicki,,POL,,M
Mykyta Mashtakov,R,UKR,,M
Mikhail Balmashev,,RUS,,M
Chris Harrison,,USA,,M
Peter Goldsteiner,,AUT,,M
Michael Cunningham,,USA,,M
Daniel Paty,R,CZE,,M
Pietro Rimondini,,USA,,M
Ludovico Cestarollo,,ITA,,M
Francisco Dias,R,POR,,M
Arnau Dachs,,ESP,,M
Christopher G Haworth,,USA,,M
Diego Jose Manrique Velazquez,,ESP,,M
Javier Ladron De Guevara Hi,,ESP,,M
Jakub Wojcik,,USA,,M
Filippo Mora,,ITA,,M
Adam Nagoudi,,TUN,,M
Mohamed Ali Bellalouna,,TUN,,M
Igor Banicevic,,SRB,,M
Marko Vujic,,AUT,,M
Jae Hwan Kim,L,KOR,,M
Romain Bauvy,,FRA,,M
Andrea Giallanza,,ITA,,M
Giovanni Cozzolino,,ITA,,M
Pierre Debrosse,,FRA,,M
Steven Goh,R,AUS,,M
Julien Delaplane,,FRA,,M
Bang Shuo Yin,,TPE,,M
Hao Yuan Ng,R,SIN,,M
Philip Hjorth,,DEN,,M
Pasquale De Giorgio,,ITA,,M
Manfred Fellin,R,ITA,,M
Thomas Yaka Kofi Setodji,,TOG,,M
Andrea Picchione,,ITA,,M
Enrico Iannuzzi,R,ITA,,M
Sardor Ergashev,,UZB,,M
Vorachon Rakpuangchon,R,THA,,M
Alessandro Ingarao,,ITA,,M
Jared Pratt,,USA,,M
Alexandre Rotsaert,R,USA,,M
Eduardo Agustin Torre,L,ARG,,M
Ivan Yatsuk,,USA,,M
Manuel Bernard,,ITA,,M
Seounghun Lee,,KOR,,M
Joy Vigani,,ITA,,M
Michael Ray Pallares Gonzalez,R,DOM,,M
Gabriel Ciro Da Silva,,BRA,,M
Grant Solomon,R,USA,,M
Berk Ilkel,,TUR,,M
Robert Damian Savin,,ROU,,M
Cosmin Ontica,R,ROU,,M
Vullnet Tashi,R,SUI,,M
Mihnea Lorin Stefan Turcu,R,ROU,,M
Teppei Uesugi,,JPN,,M
Patricio Betancourt Gonzalez,R,MEX,,M
Marc Castellana,R,FRA,,M
Robert Kjellberg,R,SWE,,M
Nick Cmager,R,SLO,,M
Anze Arh,,SLO,,M
Filip Polasek,R,SVK,196,M
Martin Bugaj,,CZE,,M
Roman Warias,,GER,,M
Julien De Cuyper,,FRA,,M
Maxime Pauwels,,BEL,,M
Socrates Leon Tsoronis,R,AUS,,M
Jason Taylor,,AUS,,M
Radomir Jovanovic,R,AUS,,M
Adam Taylor,R,GBR,,M
Michel Alexandre Fortin,R,CAN,,M
Vincent Verpeaux,,FRA,,M
Edoardo Sardella,,ITA,,M
Isaac Stoute,,GBR,,M
Nicolas Brand,,GER,,M
Junior Tavarez Pichardo,R,DOM,,M
Raphael Archambault Laurin,R,CAN,,M
Chih Chi Huang,R,CAN,,M
Ben Jones,R,GBR,,M
Tim Seibert,R,GER,,M
Matthew Segura,,USA,,M
Itsuki Matsumoto,,JPN,,M
Tamaki Yamao,,JPN,,M
Young Hoon Jeong,,KOR,,M
Francesco Garzelli,R,ITA,,M
Ugo Blanchet,,FRA,,M
Marius Ruzgas,,SWE,,M
Ozan Cildir,,SWE,,M
Peter Sallay,R,HUN,,M
Patrick Zahraj,,GER,,M
Jacob Brumm,,USA,,M
Alex Brenner,,USA,,M
Jeff Greenwald,R,USA,,M
Conor Berg,,USA,,M
Luis Gomez,,PAN,,M
Davide Guerra,,ITA,,M
Ercole Di Ianni,R,ITA,,M
Sundet Nagimetov,,KAZ,,M
Tiran Sanghera,R,GBR,,M
Brandon Murphy,,GBR,,M
Adam Jones,,GBR,,M
Dominic West,R,GBR,,M
Riaan Du Toit,R,CAN,,M
Jack Davis,R,CAN,,M
Vasisht Cheruku,,IND,,M
Ramakrishnan Rangaraju,,IND,,M
Gokul Suresh,R,IND,,M
Charles Bertimon,,FRA,,M
Joel Cannell,,GBR,,M
Akanit Pumjit,,THA,,M
Mario Urquidi,,USA,,M
Hugo Maia,R,POR,,M
Connor Thomson,,GBR,,M
Jacob Fearnley,,GBR,,M
Joshua Rose,R,GBR,,M
Justin Schlageter,,GER,,M
Jake Hersey,,GBR,,M
Pablo Schelcher Muro,,ESP,,M
Goran Markovic,R,SRB,,M
Ivo Klec,R,SVK,183,M
Daniil Klimov,,GER,,M
Denys Klok,,UKR,,M
Kuzey Cekirge,,TUR,,M
Melik Feler,,FRA,,M
Elio Jose Ribeiro Lago,R,BRA,,M
Jacob Eskeland,,NOR,,M
Karol Paluch,R,POL,,M
Ana Karen Guadiana Campos,R,MEX,,F
Mary Victoria Cancini,R,VEN,,F
Setora Normurodova,,UZB,,F
Bolor Enkhbayar,,MGL,,F
Tammy Tan,,SGP,,F
Rozhan Karajayeva,,TKM,,F
Arzuv Klycheva,,TKM,,F
Bahar Toymyradova,,TKM,,F
Shinejargal Battur,,MGL,,F
Tatiana Victoria Baracco,,ARG,,F
Luna Morini,R,ARG,,F
Eliana Zanuttini,,ARG,,F
Chloe Hamlin,R,USA,,F
Evelyn Alessandra Gomez,,ARG,,F
Maree Teiwa Casey,R,AUS,,F
Isabelle Papazyan,,AUS,,F
Kirijana Petreski,R,AUS,,F
Magdalena Zajda,,POL,,F
Margaux Maquet,R,BEL,,F
Zara De Schutter,R,BEL,,F
Ksenia Brich,,BLR,,F
Marina Figueiredo,,BRA,,F
Camilla Bossi,,BRA,,F
Hanna Grace Espinosa,,PHI,,F
Stanzi Stuijt,,NED,,F
Lana Macukat,,SRB,,F
Violetta Dominova,,UKR,,F
Dariya Radulova,R,BUL,,F
Kristina Kapitanova,,BUL,,F
Sophia Qi Ho,,CAN,,F
Chiho Mushika,,JPN,,F
Chloe Julia Goyette,,USA,,F
Yunqi He,,CHN,,F
Kexuan Zhou,,CHN,,F
Ai Wen Zhu,R,CHN,,F
Wenjun Yu,,CHN,,F
Jiaqi Wang,,CHN,,F
Yiwendan Zhu,,CHN,,F
Denglin Li,,CHN,,F
Xiuyuan Li,,CHN,,F
Min Liu,R,CHN,,F
Laura Ximena Matamoros Galeano,,COL,,F
Mariana Caicedo Mora,R,COL,,F
Liz Melanie Aristizabal Londono,,COL,,F
Ana M Sanchez,R,COL,,F
Maria Jose Martinez Sandoval,,COL,,F
Angela Maria Basto Parra,,COL,,F
Minorka Miranda,,USA,,F
Daniella Roldan,R,USA,,F
Susana Alejandra Patino Ramirez,,COL,,F
Martha V Blakely,,USA,,F
Jovana Trickovic,,SRB,,F
Sofia Madina,R,RUS,,F
Jenna Dean,,USA,,F
Marketa Petruzelova,,CZE,,F
Karolina Szmit,R,USA,,F
Eva Cechakova,,CZE,,F
Mariya Pyrozhenko,,UKR,,F
Rafaela Gomez,,ECU,,F
Denisa Elena Gheorghe,,ROU,,F
Roula Elmalah,,EGY,,F
Olivia Elliott,,GBR,,F
Nadia Brunzlow,,POL,,F
Gabrielle Clairotte,,FRA,,F
Anna Santa,,ITA,,F
Sanjana Aiereddy,R,IND,,F
Lygia Christodoulou,R,CYP,,F
Khyanna Singh,,VIN,,F
Nina Gulbransen,R,USA,,F
Kiah Generette,,USA,,F
Sofia Chang,R,ESA,,F
Sara Valentina Cruz Bonilla,,ESA,,F
Emma Stauber,,GER,,F
Andrea Martinez,,MEX,,F
Ekaterina Melikhova,,RUS,,F
Megi Khmiadashvili,,RUS,,F
Natalia Garcia Portero,,ESP,,F
Irene Garceran,,ESP,,F
Anais Peralta Criado,,ESP,,F
Elena Rodriguez Pajares,,ESP,,F
Lucia Garrigues Melendez,,ESP,,F
Anabel Aran Torrente,R,ESP,,F
Aina Domingo Bernabeu,,ESP,,F
Ariane Monlleo Sanchis,,ESP,,F
Harris Caldwell,R,USA,,F
Dieuvela Gaspard,R,MRN,,F
Nadja Lorena Stehli,R,SUI,,F
Rachel Girard,L,FRA,,F
Maeva Maxch,,FRA,,F
Marie Cerezo,,FRA,,F
Sandy Callios,,FRA,,F
Ekaterine Jorjoliani,R,GEO,,F
Anna Markvartova,R,CZE,,F
Cagla Teoman,,TUR,,F
Anica Stabel,,GER,,F
Alia Lex,R,GER,,F
Sofia Gorovits,R,GER,,F
Catherine Gulihur,,USA,,F
Katerina Antoniou,R,NED,,F
Zoi Spyrou,R,GRE,,F
Ioanna Tsadari,,GRE,,F
Paula Mihaela Onita,R,ROU,,F
Hikaru Sato,,JPN,,F
Hoi Ki Jenny Wong,,HKG,,F
Sheena Jade Masuda Karrasch,,HKG,,F
Makoto Yamaguchi,,JPN,,F
Kristina Kozakova,R,SVK,,F
Luca Pump,,HUN,,F
Friderika Lotti Meszaros,,HUN,,F
Dominika Toronyi,,HUN,,F
Arrum Damarsari,,INA,,F
Rhiannon Mcblane,,AUS,,F
Suryaningsih Suryaningsih,R,INA,,F
Abhilasha Mehra,,IND,,F
Katie Kirby,,IRL,,F
Ronnie Naor,,ISR,,F
Jane Stewart,,USA,,F
Maayan Sela,R,ISR,,F
Keren Mor,R,ISR,,F
Harriet Hamilton,,ITA,,F
Anastasia Abbagnato,,ITA,,F
Joanna Kondratowicz,,GBR,,F
Chiara Arcangeli,,ITA,,F
Ginevra Aprea,,ITA,,F
Jana Leder,,GER,,F
Chloe Compson,,GBR,,F
Linda Alessi,,ITA,,F
Lea Jurkovic,R,CRO,,F
Alice Volpe,,ITA,,F
Anna Sturmigh,R,ITA,,F
Karla Kilic,R,CRO,,F
Heranne Excellent,,FRA,,F
Candace Olivia Pedro,,USA,,F
Emily Di Giannantonio,,ITA,,F
Lana Brezanin,,CRO,,F
Emanuela Mancuso,,ITA,,F
Erika Batista Dodridge,,GBR,,F
Satoko Sueno,,JPN,,F
Yuka Kitayama,,JPN,,F
Yuka Asano,,JPN,,F
Chiaki Takamatsu,,JPN,,F
Ran Miyachi,,JPN,,F
Ayaka Ozeki,,JPN,,F
Haruna Inoue,,JPN,,F
Yui Saito,,JPN,,F
Narine Sargsyan,,ARM,,F
Milana Maydanova,,KAZ,,F
Anastasia Astakhova,,KAZ,,F
Sofya Ivanova,,RUS,,F
Shilpi Swarupa Das,R,IND,,F
Angelina Folts,,UZB,,F
Adelaida Allakhverdiyeva,,KAZ,,F
Da Bin Jun,,KOR,,F
Na Young Lee,,KOR,,F
Han Byeol Lee,,KOR,,F
Seo Yeon Park,,KOR,,F
Yugyeong Oh,,KOR,,F
Dainhee Kim,,KOR,,F
Han Bit Lee,,KOR,,F
Ximena Pacheco,R,MEX,,F
Aida Garcia Mendez,,MEX,,F
Berenice Castillo Huerta,,MEX,,F
Sofija Mandic,,SRB,,F
Nynke Hamburg,,NED,,F
Sofie Siem,,NOR,,F
Renata Dias,R,BRA,,F
Stella Chianello,,BRA,,F
Andrea Campodonico,,VEN,,F
Alexia Josefina Romero,,ARG,,F
Mila Burek,,GBR,,F
Catarina Castro Cerqueira,,POR,,F
Madalena Peneda,,POR,,F
Stephanie Bertschmann,,GER,,F
Axelle Martins,,FRA,,F
Madalena Amil,,POR,,F
Maria Santos,,POR,,F
Mina Matsuba,,JPN,,F
Eva Beyebach Munoz,,ESP,,F
Antonella La Cava,,ITA,,F
Kelly Arends,R,RSA,,F
Annunciata De Souza,,GBR,,F
Corin De Waal,,RSA,,F
Paige Wise,,RSA,,F
Polina Altukhova,,RUS,,F
Elena Malykh,R,RUS,,F
Kiara Cvetkovic,,SUI,,F
Andjela Todorovic,,SRB,,F
Lea Gietz,,SUI,,F
Anais Gabriel,,SUI,,F
Annabel Schoen,,SUI,,F
Malin Falk,,SWE,,F
Agnes Mitteregger,,SWE,,F
Tanuchaporn Yongmod,,THA,,F
Irawan Deewajee,R,THA,,F
Prarisa Rachdanone,R,THA,,F
Kittika Aeb Iem,,THA,,F
Pat Vasuratna,,THA,,F
Sirinat Niyomsub,,THA,,F
Yuhan Liu,,CHN,,F
Ting Pei Chang,,TPE,,F
Ceijenia Cornelius,,USA,,F
Christine Maddox,R,USA,,F
Rocio Rojo Domingo,,ESP,,F
Imen Abid,,TUN,,F
Charlene Mueller,R,GER,,F
Liv Drolshammer,,SUI,,F
Lidia Mugelli,,ITA,,F
Salima Fendri,,TUN,,F
Hadir Kilani,,TUN,,F
Daria Kazantseva,,RUS,,F
Vittoria Pastorino,,ITA,,F
Victoria Corina Mirea,R,ROU,,F
Santa Strombach,,GER,,F
Darina Mueller,R,GER,,F
Lisa Kung,,SUI,,F
Giorgia Pigato,,ITA,,F
Maria Carla Dannunzio,R,ITA,,F
Kim Stubbe,R,BEL,,F
Buse Suer,,TUR,,F
Ayano Sonoda,,JPN,,F
Zarah Mughal,,GBR,,F
Nadia Rawson,R,GBR,,F
Alisa Grachova,,UKR,,F
Mara Cristiana Pop,L,ROU,,F
Aleksandra Stromova,,RUS,,F
Sarka Richterova,,CZE,,F
Leonie Hoppe,,GER,,F
Kelli Hine,,USA,,F
Emma Roberts,,USA,,F
Autumn Clemons,,USA,,F
Summer Clemons,,USA,,F
Amber Odell,R,USA,,F
Anna Ross,,USA,,F
Denise Starr,R,USA,,F
Nina Khmelnitckaia,R,RUS,,F
Victoria Mulville,,USA,,F
Emma Jackson,,USA,,F
Malkia Menguene,R,USA,,F
Reilly Tran,,USA,,F
Sofya Ostrovskaya,,RUS,,F
Elina Sharipova,,UZB,,F
Nigora Azimjanova,,UZB,,F
Tijana Nikolic,R,SRB,,F
Maria Penalver Aguilo,,ESP,,F
Paloma Perez Bota,R,ESP,,F
Alba Ferreres Fernandez,,ESP,,F
Trinite Klamadji,R,UNK,,F
Valentina Taddia,,ITA,,F
Hannah Nagel,R,GER,,F
Danique Baart,,NED,,F
Emma Jazmin Seo,,ARG,,F
Martina Macarena Torrales Tebes,R,CHI,,F
Chiara Fiorenza,,ARG,,F
Emilse Lujan Ruiz,,ARG,,F
Coral Scherb,,ARG,,F
Maria Tiziana Ferrante,,ARG,,F
Valeria Porras Buezo,,GUA,,F
Paula Maria Curci Micieli,,ARG,,F
Malena Canon,,ARG,,F
Sol Maria Terracina,,ARG,,F
Noelia Belen Acosta,,ARG,,F
Tiziana Rossini,,ARG,,F
Sol Rabin,,ARG,,F
Magnolia Rodriguez,,ARG,,F
Begum Elif Gumussoy,,TUR,,F
Karin Lauer,,GER,,F
Sophia Cannizzaro,,AUS,,F
Hayley Riessen,,AUS,,F
Ivana Vlakic,,AUS,,F
Bianca Compuesto,R,AUS,,F
Leonora Radocaj,,AUS,,F
Jaime Edwards,,AUS,,F
Georgia Tovich,,AUS,,F
Tara Gilich,R,AUS,,F
Casey Tay,,AUS,,F
Rachel Mellor,,AUS,,F
Ashleigh Simes,,AUS,,F
Nessa Pratt,,AUS,,F
Lauren Djani,,AUS,,F
Shante Lai,,AUS,,F
Raiyah Omar,R,AUS,,F
Elodie Foster,,AUS,,F
Gillian Collins,,AUS,,F
Emily Tinker,,AUS,,F
Leann Serna,,AUS,,F
Jessica Glavas,,AUS,,F
Aneta Kulhankova,R,CZE,,F
Alena Kasatkina,,RUS,,F
Michaela Koricinova,,SVK,,F
Natasa Kosanin,,SRB,,F
Jasmin Perina,,AUT,,F
Maria Lemonakis,,BEL,,F
Zoe Gubbels,,NED,,F
Layla Bryant,,USA,,F
Emeline De Witte,R,BEL,,F
Irma Ustavdic,R,BIH,,F
Mia Vukica Milojevic,L,NZL,,F
Marina Blagojevic,,CAN,,F
Daria Khomutsianskaya,,BLR,,F
Camila Moira Taborga Rollano,,BOL,,F
Lucia Montano,,BOL,,F
Maria Alejandra Sandoval Espinoza,,BOL,,F
Maria Eduarda Mauad,,BRA,,F
Vitoria De Brito Francisco,R,BRA,,F
Nicolly Ferreira,,BRA,,F
Bianca Leao,,BRA,,F
Maria Helena Sodre,,BRA,,F
Gabriela Yamate Almeida,,BRA,,F
Laiza Sicatto Da Silva,,BRA,,F
Thais Maciel,,BRA,,F
Anya Chavez,,CAN,,F
Elle Goranskaya,R,CAN,,F
Milana Drca,,CAN,,F
Susanna Pshevorskiy,R,CAN,,F
Annabelle Xu,,CAN,,F
Savanna Ly Nguyen,R,CAN,,F
Tereza Susen,,CAN,,F
Francisca Araneda Orellana,,CHI,,F
Florencia Araya,,CHI,,F
Constanza Millas,,CHI,,F
Sara Mannschott,,GER,,F
Macarena Cannoni Miranda,,CHI,,F
Sanja Fabijancic,,CHI,,F
Paloma Goldsmith Weinreich,,CHI,,F
Josefa Rosario Fernandez,,CHI,,F
Martina Alcaino Vergara,,CHI,,F
Qian Yang,,UNK,,F
Yilin Zheng,,CHN,,F
Zi Xin Xu,,CHN,,F
Teng Fei,,CHN,,F
Jin Zhang,,CHN,,F
Yile Cheng,,CHN,,F
Xinyi Chen,,CHN,,F
Xin Yi,,CHN,,F
Ho Ka Henrietta Wong,,HKG,,F
Le Yi Liu,,UNK,,F
Xiaochuan Nie,,CHN,,F
Zixuan Zeng,,CHN,,F
Mengtong Zhao,,CHN,,F
Yiming Dang,,CHN,,F
Xinyi Nong,,CHN,,F
Min Zhang,,CHN,,F
Yifei He,,CHN,,F
Xiaotong Zhao,,CHN,,F
Yuxuan Li,,CHN,,F
Han Shi,,CHN,,F
Mengxin Zhai,,CHN,,F
Ling Su,,CHN,,F
Chu Ni Wang,,CHN,,F
Yitong Zhang,,CHN,,F
Yuxuan Luo,,CHN,,F
Manu Ramirez,R,COL,,F
Valeria Ruiz Buitrago,,COL,,F
Jacqueline Alape Morales,,COL,,F
Isabella Herrera Pilonieta,R,COL,,F
Sofia Giraldo Jimenez,R,COL,,F
Andrea Ocampo,,VEN,,F
Daniela Zambrano,R,COL,,F
Kelly Loana Vargas Gonzalez,R,COL,,F
Ivana Perez Luengas,,COL,,F
Maria Paz Pineda Arias,,COL,,F
Carolina Burgos,R,COL,,F
Valeria Montano,,COL,,F
Marianna Murcia Barona,,COL,,F
Iana Snezhkina,,RUS,,F
Danna Katalina Quintero Cubillos,,COL,,F
Leticia Heintz,L,CRO,,F
Neli Sunjic,R,CRO,,F
Maja Seravic,R,CRO,,F
Greta Carbone,,ITA,,F
Ana Sirovina,,CRO,,F
Sabina Richtrova,R,CZE,,F
Zuzana Bohatova,,CZE,,F
Natasa Luzajic,R,SRB,,F
Lucie Ivanova,,CZE,,F
Anna Marie Kopecka,,CZE,,F
Valentina Cvackova,,CZE,,F
Monika Stanikova,R,SVK,,F
Sylvie Kalouskova,,CZE,,F
Laura Kubacakova,,CZE,,F
Natalia Pietras,,POL,,F
Tereza Krenkova,,CZE,,F
Liliana Gajdosova,,CZE,,F
Terezie Pluharova,,CZE,,F
Ane Ibarra,R,VEN,,F
Valery Senka,,CAN,,F
Monica Andrade Solarte,R,ECU,,F
Arianna Castellanos Calderon,,ECU,,F
Lizbeth Gencon Sucre,,ECU,,F
Joselyn Margarita Treyes Albarracan,,ECU,,F
Hanna Vasconez Teran,,ECU,,F
Michelle De Groot,,NED,,F
Valentina Urelli Rinaldi,R,ITA,,F
Rekha Boyalapalli,,IND,,F
Maria Charl,,EGY,,F
Rana Sherif Ahmed,,EGY,,F
Martina Peretti,,ITA,,F
Caterina Odorizzi,,ITA,,F
Aalyka Ebrahim,,IND,,F
Hana Ayman Elsherif,,EGY,,F
Malvika Shukla,,IND,,F
Andriana Simovic,,SRB,,F
Wiktoria Czerny,,POL,,F
Lana Kamel,,EGY,,F
Mariam Abd El Salam,,EGY,,F
Brigitte Manceau,R,FRA,,F
Katharina Rothacker,,GER,,F
Lilly Dueffert,,GER,,F
Andreea Scurtu,,ROU,,F
Isabella Tabb Hartman,,USA,,F
Hikari Osaki,,JPN,,F
Francina Puig Llompart,,ESP,,F
Alejandra Ferrer Rodriguez,,ESP,,F
Lea Aiche,,SUI,,F
Alicia Alegre,R,ESP,,F
Lucia Santos Sanchez,,ESP,,F
Andrea Palazon,,ESP,,F
Ana Lardies Vilarrubi,,ESP,,F
Claudia Borbon Roca,,ESP,,F
Raquel Ducet Teixeira,R,ESP,,F
Gemma Negre Sanchez,,ESP,,F
Marta Buendia,,ESP,,F
Alexandra Dodashev Enbert,R,ESP,,F
Alexia Witthaus Vine,,ESP,,F
Yulia Almiron Solano,,ESP,,F
Sofia Blanco Andrade,,ESP,,F
Philippine Picard,R,FRA,,F
Carolina Gomez,R,ESP,,F
Maria Pena,,ESP,,F
Alba Guijo,,ESP,,F
Rachel Leighton,,USA,,F
Isabel Cabrerizo Martinez,R,ESP,,F
Lidia Gomez Carrera,,ESP,,F
Maria Picazo Martin,,ESP,,F
Ana Utrilla Benito,,ESP,,F
Nadine Martinez,,GBR,,F
Ariadna Perez Lertxundi,,ESP,,F
Marta Garcia,,ESP,,F
Raquel Villan Pereira,R,ESP,,F
Andrea Perez Bordon,,ESP,,F
Lola Estevez Varrenti,,ESP,,F
Emma Sanchez,,ESP,,F
Ana Heredia,,ESP,,F
Tereza Zelinova,R,SVK,,F
Anait Arutyunyan,,RUS,,F
Sara Rhallab,,MAR,,F
Otilia Chamizo,,SWE,,F
Raja Szyszkowitz,,GER,,F
Aleksandra Evdokimova,,RUS,,F
Helena Sophie Engels,,GER,,F
Carmen Garcia Lavado,,ESP,,F
Laura Mulero Parraga,,ESP,,F
Irene Artigas,R,ESP,,F
Jekaterina Sagejeva,,LAT,,F
Viktoria Kleer Kliimand,,EST,,F
Aurelia Riga,,EST,,F
Diandra Suitso,,EST,,F
Lauren Elisabeth Lind,R,EST,,F
Andrea Roots,,EST,,F
Lotta Heiskanen,,FIN,,F
Johanna Ranta Aho,,FIN,,F
Polina Bezklubnaia,,RUS,,F
Justine Clouvel,,FRA,,F
Audrey Moutama,,FRA,,F
Ida Hasselbalch,R,DEN,,F
Anais Rollin,,UNK,,F
Mathilde Tranberg,,DEN,,F
Capucine Sanoner,,FRA,,F
Laura Marie,,FRA,,F
Natea Bizet,,FRA,,F
Anna Kechko,R,RUS,,F
Aravane Rezai,R,FRA,165,F
Naia Mercadier,,FRA,,F
Rose Alix Vidal,,FRA,,F
Luna Lesage,,FRA,,F
Emma Renard,R,FRA,,F
Alice Battesti,,FRA,,F
Lelia Castola,,FRA,,F
Lucy Furness,R,FRA,,F
Alicia Martial,,FRA,,F
Valentine Vigne,R,FRA,,F
Dominique Ibarra Gomez,,ESP,,F
Charlotte Mosbaek Ellegaard,,DEN,,F
Ellie Tsimbilakis,,GBR,,F
Carla Galmiche,,FRA,,F
Maria Michaela Fiacan,,SUI,,F
Emma Aucagne,,FRA,,F
Emma Semenenko,,FRA,,F
Elisa Rigazio,,FRA,,F
Tamara Malazonia,,GBR,,F
Tiegan Aitken,,GBR,,F
Scarlett Hutchinson,,GBR,,F
Iman Garshong,,GBR,,F
Worthy Goldman,,GBR,,F
Katie Morris,,GBR,,F
Indianna Spink,,GBR,,F
Elisa Van Meeteren,,GBR,,F
Martina Paladini Jennings,,GBR,,F
Aleksandra Topalovic,R,GBR,,F
Veronika Hughes,,GBR,,F
Sofia Plotnikova,R,RUS,,F
Eliya Cohen,,ISR,,F
Tamari Chalaganidze,,GEO,,F
Adelina Doguzova,R,RUS,,F
Inga Strelchuk,,UKR,,F
Iulia Maria Farcas,,ROU,,F
Kyrin Pollock,,USA,,F
Alina Gavrish,,AZE,,F
Alina Kozaeva,,RUS,,F
Isabel Neumer,,GER,,F
Alessa Maier,,GER,,F
Anna Schubries,,GER,,F
Anna Marie Weissheim,R,GER,,F
Kim Juliane Auerswald,,GER,,F
Katharina Huhnholz,,GER,,F
Michelle Roth,,GER,,F
Vivien Carolin Kutacova,,GER,,F
Sophie Julie Zehender,,GER,,F
Tereza Polakova,,CZE,,F
Luisa Hrda,L,GER,,F
Dimitra Daliani,,GRE,,F
Maria Kontolaimaki,R,GRE,,F
Jonna Schroeder,,GER,,F
Lucia Malinak,,SVK,,F
Marie Perla Biansumba,,IRL,,F
Vasiliki Kalogeropoulou,,GRE,,F
Karin Kratochvilova,,SVK,,F
Adreanna Christopoulou,,GRE,,F
Lydia Vlachou,R,GRE,,F
Evgenia Kokkinaki,,GRE,,F
Maria Vasileiadi,,GRE,,F
Angeliki Dermitzaki Lambropoulou,R,GRE,,F
Rafailia Nikoletta Fulop,,GRE,,F
Roni Lior,,ISR,,F
Katerina Zafiropoulou,R,GRE,,F
Eleni Fasoula,,GRE,,F
Eleni Kostaki,R,GRE,,F
Aspasia Katsouda Taka,,GRE,,F
Mir Ambaye,,FRA,,F
Ella Leroy,R,USA,,F
Maria Georgiadou,,GRE,,F
Danai Pedaki,,GRE,,F
Kseniya Sundin,,SWE,,F
Lorenza Cuomo,,ITA,,F
Ifigeneia Kafka,,GRE,,F
Wing Kiu Jacqueline Lam,R,HKG,,F
Alicia Yue,,UNK,,F
Avril Look,,HKG,,F
Wing Ka Lin,,HKG,,F
Chui Kei Leung,,HKG,,F
Hong Kiu Kwok,,HKG,,F
Kit Yi Kaye Au Yeung,,HKG,,F
Erica Kanna Hagi,R,HKG,,F
Reka Kata Matko,,HUN,,F
Livia Lukacs,,HUN,,F
Reka Pecsi,,HUN,,F
Anna Kantor,,HUN,,F
Vivien Abraham,,HUN,,F
Lucija Faj,R,CRO,,F
Aliz Stumpf,,HUN,,F
Audy Phetricia,,INA,,F
Niken Ferlyana Kusumaningtyas,,INA,,F
Anggi Dwi Hidayati,,INA,,F
Cartika Wisesha Dewi Larasati,R,INA,,F
Carrolina Martha Sanjaya,,INA,,F
Nur Rosida Mega Hadiati,R,INA,,F
Bramila Shofia Nenden,,INA,,F
Jessica Christa Wirahadipoernomo,,INA,,F
Vibhasree Gowda,L,IND,,F
Angie Bong Jan Thong,,INA,,F
Muskan Sharma,,AUS,,F
Akanksha A Bhan,R,IND,,F
Anoushka Sharma,R,IND,,F
Vaidehi Narsinghani,L,IND,,F
Ananyaa Bhargava,,IND,,F
Vidhi Jani,R,IND,,F
Leera Raju,R,IND,,F
Kriti Tomar,,IND,,F
Richa Dadasaheb Chougule,,IND,,F
Kiara Dsouza,,IND,,F
