tourney_id,sex,draw_size,tourney_level
2017-W-WITF-ITA-24A-2017,F,32.0,25
2017-W-WITF-ITA-25A-2017,F,32.0,15
2017-W-WITF-ITA-26A-2017,F,32.0,25
2017-W-WITF-ITA-27A-2017,F,32.0,25
2017-W-WITF-ITA-28A-2017,F,32.0,25
2017-W-WITF-ITA-29A-2017,F,32.0,25
2017-W-WITF-ITA-30A-2017,F,32.0,25
2017-W-WITF-ITA-31A-2017,F,32.0,25
2017-W-WITF-ITA-32A-2017,F,32.0,25
2017-W-WITF-ITA-33A-2017,F,32.0,25
2017-W-WITF-ITA-34A-2017,F,32.0,15
2017-W-WITF-JPN-01A-2017,F,32.0,15
2017-W-WITF-JPN-01B-2017,F,32.0,25
2017-W-WITF-JPN-02A-2017,F,32.0,25
2017-W-WITF-JPN-03A-2017,F,32.0,25
2017-W-WITF-JPN-04A-2017,F,32.0,80
2017-W-WITF-JPN-05A-2017,F,32.0,60
2017-W-WITF-JPN-06A-2017,F,32.0,60
2017-W-WITF-JPN-07A-2017,F,32.0,25
2017-W-WITF-JPN-08A-2017,F,32.0,25
2017-W-WITF-JPN-08B-2017,F,32.0,25
2017-W-WITF-JPN-09A-2017,F,32.0,25
2017-W-WITF-JPN-09B-2017,F,32.0,25
2017-W-WITF-JPN-10A-2017,F,32.0,15
2017-W-WITF-JPN-11A-2017,F,32.0,25
2017-W-WITF-JPN-12A-2017,F,32.0,25
2017-W-WITF-JPN-13A-2017,F,32.0,60
2017-W-WITF-JPN-14A-2017,F,32.0,100
2017-W-WITF-KAZ-01A-2017,F,32.0,15
2017-W-WITF-KAZ-02A-2017,F,32.0,15
2017-W-WITF-KAZ-02B-2017,F,32.0,15
2017-W-WITF-KAZ-03A-2017,F,32.0,15
2017-W-WITF-KAZ-05A-2017,F,32.0,100
2017-W-WITF-KAZ-06A-2017,F,32.0,25
2017-W-WITF-KAZ-07A-2017,F,32.0,15
2017-W-WITF-KAZ-08A-2017,F,32.0,15
2017-W-WITF-KOR-01A-2017,F,32.0,25
2017-W-WITF-KOR-02A-2017,F,32.0,25
2017-W-WITF-KOR-03A-2017,F,32.0,25
2017-W-WITF-KOR-04A-2017,F,32.0,15
2017-W-WITF-KOR-05A-2017,F,32.0,15
2017-W-WITF-KOR-06A-2017,F,32.0,15
2017-W-WITF-KOR-08A-2017,F,32.0,15
2017-W-WITF-KOR-09A-2017,F,32.0,15
2017-W-WITF-LBN-01A-2017,F,32.0,15
2017-W-WITF-LBN-02A-2017,F,30.0,15
2017-W-WITF-LUX-01A-2017,F,32.0,15
2017-W-WITF-MAR-01A-2017,F,32.0,15
2017-W-WITF-MAR-02A-2017,F,32.0,15
2017-W-WITF-MAR-03A-2017,F,32.0,15
2017-W-WITF-MEX-01A-2017,F,32.0,25
2017-W-WITF-MEX-02A-2017,F,32.0,100
2017-W-WITF-MNE-01A-2017,F,32.0,25
2017-W-WITF-NED-01A-2017,F,32.0,15
2017-W-WITF-NED-02A-2017,F,32.0,25
2017-W-WITF-NED-03A-2017,F,32.0,15
2017-W-WITF-NED-04A-2017,F,32.0,15
2017-W-WITF-NED-05A-2017,F,32.0,15
2017-W-WITF-NED-06A-2017,F,32.0,15
2017-W-WITF-NGR-01A-2017,F,32.0,25
2017-W-WITF-NGR-02A-2017,F,32.0,25
2017-W-WITF-NOR-01A-2017,F,32.0,15
2017-W-WITF-PAR-01A-2017,F,32.0,15
2017-W-WITF-PAR-01B-2017,F,32.0,15
2017-W-WITF-PAR-02A-2017,F,32.0,15
2017-W-WITF-POL-01A-2017,F,32.0,25
2017-W-WITF-POL-02A-2017,F,32.0,25
2017-W-WITF-POL-03A-2017,F,32.0,15
2017-W-WITF-POL-04A-2017,F,32.0,15
2017-W-WITF-POL-05A-2017,F,32.0,15
2017-W-WITF-POL-06A-2017,F,32.0,15
2017-W-WITF-POL-07A-2017,F,32.0,25
2017-W-WITF-POR-01A-2017,F,32.0,15
2017-W-WITF-POR-02A-2017,F,32.0,15
2017-W-WITF-POR-03A-2017,F,32.0,15
2017-W-WITF-POR-04A-2017,F,32.0,15
2017-W-WITF-POR-05A-2017,F,32.0,15
2017-W-WITF-POR-06A-2017,F,32.0,25
2017-W-WITF-POR-07A-2017,F,32.0,15
2017-W-WITF-POR-08A-2017,F,32.0,15
2017-W-WITF-POR-09A-2017,F,32.0,15
2017-W-WITF-POR-11A-2017,F,32.0,15
2017-W-WITF-POR-12A-2017,F,32.0,25
2017-W-WITF-POR-13A-2017,F,32.0,25
2017-W-WITF-POR-14A-2017,F,32.0,25
2017-W-WITF-POR-15A-2017,F,32.0,15
2017-W-WITF-ROU-01A-2017,F,32.0,15
2017-W-WITF-ROU-02A-2017,F,32.0,15
2017-W-WITF-ROU-03A-2017,F,32.0,15
2017-W-WITF-ROU-05A-2017,F,32.0,15
2017-W-WITF-ROU-06A-2017,F,32.0,15
2017-W-WITF-ROU-07A-2017,F,32.0,15
2017-W-WITF-ROU-08A-2017,F,32.0,15
2017-W-WITF-ROU-09A-2017,F,32.0,15
2017-W-WITF-ROU-10A-2017,F,32.0,25
2017-W-WITF-RSA-01A-2017,F,32.0,15
2017-W-WITF-RSA-02A-2017,F,32.0,15
2017-W-WITF-RSA-03A-2017,F,32.0,15
2017-W-WITF-RUS-01A-2017,F,32.0,25
2017-W-WITF-RUS-02A-2017,F,32.0,25
2017-W-WITF-RUS-03A-2017,F,32.0,25
2017-W-WITF-RUS-04A-2017,F,32.0,100
2017-W-WITF-RUS-05A-2017,F,32.0,15
2017-W-WITF-RUS-06A-2017,F,32.0,15
2017-W-WITF-SEN-01A-2017,F,32.0,25
2017-W-WITF-SLO-01A-2017,F,32.0,15
2017-W-WITF-SRB-01A-2017,F,32.0,15
2017-W-WITF-SRB-02A-2017,F,32.0,15
2017-W-WITF-SRB-03A-2017,F,32.0,15
2017-W-WITF-SRB-04A-2017,F,32.0,15
2017-W-WITF-SRI-01A-2017,F,32.0,15
2017-W-WITF-SRI-02A-2017,F,32.0,15
2017-W-WITF-SRI-03A-2017,F,32.0,15
2017-W-WITF-SUI-01A-2017,F,32.0,25
2017-W-WITF-SUI-02A-2017,F,32.0,25
2017-W-WITF-SUI-03A-2017,F,32.0,25
2017-W-WITF-SUI-04A-2017,F,32.0,15
2017-W-WITF-SUI-05A-2017,F,32.0,15
2017-W-WITF-SVK-01A-2017,F,32.0,15
2017-W-WITF-SVK-02A-2017,F,32.0,100
2017-W-WITF-SWE-01A-2017,F,32.0,25
2017-W-WITF-SWE-02A-2017,F,32.0,25
2017-W-WITF-SWE-03A-2017,F,32.0,25
2017-W-WITF-SWE-04A-2017,F,32.0,15
2017-W-WITF-SWE-05A-2017,F,32.0,15
2017-W-WITF-THA-01A-2017,F,32.0,15
2017-W-WITF-THA-02A-2017,F,32.0,15
2017-W-WITF-THA-03A-2017,F,32.0,25
2017-W-WITF-THA-04A-2017,F,32.0,15
2017-W-WITF-THA-05A-2017,F,32.0,15
2017-W-WITF-THA-06A-2017,F,32.0,25
2017-W-WITF-THA-07A-2017,F,32.0,15
2017-W-WITF-THA-08A-2017,F,32.0,15
2017-W-WITF-THA-09A-2017,F,32.0,25
2017-W-WITF-THA-10A-2017,F,32.0,15
2017-W-WITF-THA-11A-2017,F,32.0,15
2017-W-WITF-THA-12A-2017,F,32.0,25
2017-W-WITF-THA-13A-2017,F,32.0,15
2017-W-WITF-THA-14A-2017,F,32.0,15
2017-W-WITF-TPE-01A-2017,F,32.0,15
2017-W-WITF-TUN-01A-2017,F,29.0,15
2017-W-WITF-TUN-02A-2017,F,32.0,15
2017-W-WITF-TUN-03A-2017,F,32.0,15
2017-W-WITF-TUN-04A-2017,F,32.0,15
2017-W-WITF-TUN-05A-2017,F,32.0,15
2017-W-WITF-TUN-06A-2017,F,32.0,15
2017-W-WITF-TUN-07A-2017,F,32.0,15
2017-W-WITF-TUN-08A-2017,F,32.0,15
2017-W-WITF-TUN-09A-2017,F,32.0,15
2017-W-WITF-TUN-10A-2017,F,32.0,60
2017-W-WITF-TUN-11A-2017,F,32.0,15
2017-W-WITF-TUN-12A-2017,F,32.0,15
2017-W-WITF-TUN-13A-2017,F,32.0,15
2017-W-WITF-TUN-14A-2017,F,32.0,15
2017-W-WITF-TUN-15A-2017,F,32.0,15
2017-W-WITF-TUN-16A-2017,F,32.0,15
2017-W-WITF-TUN-17A-2017,F,32.0,15
2017-W-WITF-TUN-18A-2017,F,32.0,25
2017-W-WITF-TUN-19A-2017,F,32.0,15
2017-W-WITF-TUN-20A-2017,F,32.0,15
2017-W-WITF-TUN-21A-2017,F,32.0,15
2017-W-WITF-TUN-22A-2017,F,32.0,15
2017-W-WITF-TUN-23A-2017,F,32.0,15
2017-W-WITF-TUN-24A-2017,F,32.0,15
2017-W-WITF-TUN-25A-2017,F,32.0,15
2017-W-WITF-TUN-26A-2017,F,32.0,15
2017-W-WITF-TUN-27A-2017,F,32.0,15
2017-W-WITF-TUN-28A-2017,F,32.0,15
2017-W-WITF-TUN-29A-2017,F,32.0,15
2017-W-WITF-TUN-30A-2017,F,32.0,15
2017-W-WITF-TUN-31A-2017,F,32.0,15
2017-W-WITF-TUN-32A-2017,F,32.0,15
2017-W-WITF-TUN-33A-2017,F,32.0,15
2017-W-WITF-TUN-34A-2017,F,32.0,15
2017-W-WITF-TUN-35A-2017,F,32.0,15
2017-W-WITF-TUN-36A-2017,F,32.0,15
2017-W-WITF-TUN-37A-2017,F,32.0,15
2017-W-WITF-TUN-38A-2017,F,32.0,15
2017-W-WITF-TUR-01A-2017,F,32.0,15
2017-W-WITF-TUR-02A-2017,F,32.0,15
2017-W-WITF-TUR-03A-2017,F,32.0,15
2017-W-WITF-TUR-04A-2017,F,32.0,15
2017-W-WITF-TUR-05A-2017,F,32.0,15
2017-W-WITF-TUR-06A-2017,F,32.0,15
2017-W-WITF-TUR-07A-2017,F,32.0,15
2017-W-WITF-TUR-08A-2017,F,32.0,15
2017-W-WITF-TUR-09A-2017,F,32.0,15
2017-W-WITF-TUR-10A-2017,F,32.0,15
2017-W-WITF-TUR-11A-2017,F,32.0,15
2017-W-WITF-TUR-12A-2017,F,32.0,15
2017-W-WITF-TUR-13A-2017,F,32.0,25
2017-W-WITF-TUR-14A-2017,F,32.0,60
2017-W-WITF-TUR-15A-2017,F,32.0,15
2017-W-WITF-TUR-16A-2017,F,32.0,15
2017-W-WITF-TUR-17A-2017,F,32.0,15
2017-W-WITF-TUR-18A-2017,F,32.0,15
2017-W-WITF-TUR-19A-2017,F,32.0,15
2017-W-WITF-TUR-20A-2017,F,32.0,15
2017-W-WITF-TUR-21A-2017,F,32.0,15
2017-W-WITF-TUR-22A-2017,F,32.0,60
2017-W-WITF-TUR-23A-2017,F,32.0,15
2017-W-WITF-TUR-26A-2017,F,32.0,15
2017-W-WITF-TUR-27A-2017,F,32.0,15
2017-W-WITF-TUR-28A-2017,F,32.0,60
2017-W-WITF-TUR-28B-2017,F,32.0,15
2017-W-WITF-TUR-29A-2017,F,32.0,15
2017-W-WITF-TUR-30A-2017,F,32.0,60
2017-W-WITF-TUR-30B-2017,F,32.0,15
2017-W-WITF-TUR-31A-2017,F,32.0,15
2017-W-WITF-TUR-32A-2017,F,32.0,15
2017-W-WITF-TUR-33A-2017,F,32.0,15
2017-W-WITF-TUR-34A-2017,F,32.0,15
2017-W-WITF-TUR-35A-2017,F,32.0,15
2017-W-WITF-TUR-36A-2017,F,32.0,15
2017-W-WITF-TUR-37A-2017,F,32.0,25
2017-W-WITF-TUR-38A-2017,F,32.0,15
2017-W-WITF-TUR-39A-2017,F,32.0,15
2017-W-WITF-TUR-40A-2017,F,32.0,15
2017-W-WITF-TUR-41A-2017,F,32.0,15
2017-W-WITF-TUR-42A-2017,F,32.0,15
2017-W-WITF-TUR-43A-2017,F,32.0,15
2017-W-WITF-UKR-01A-2017,F,32.0,15
2017-W-WITF-UKR-02A-2017,F,32.0,15
2017-W-WITF-UKR-03A-2017,F,32.0,15
2017-W-WITF-USA-01A-2017,F,32.0,25
2017-W-WITF-USA-02A-2017,F,32.0,25
2017-W-WITF-USA-03A-2017,F,32.0,25
2017-W-WITF-USA-04A-2017,F,32.0,100
2017-W-WITF-USA-05A-2017,F,32.0,25
2017-W-WITF-USA-06A-2017,F,32.0,25
2017-W-WITF-USA-07A-2017,F,32.0,15
2017-W-WITF-USA-08A-2017,F,32.0,15
2017-W-WITF-USA-09A-2017,F,32.0,25
2017-W-WITF-USA-10A-2017,F,32.0,80
2017-W-WITF-USA-11A-2017,F,32.0,25
2017-W-WITF-USA-12A-2017,F,32.0,60
2017-W-WITF-USA-13A-2017,F,32.0,60
2017-W-WITF-USA-14A-2017,F,32.0,60
2017-W-WITF-USA-15A-2017,F,32.0,25
2017-W-WITF-USA-16A-2017,F,32.0,25
2017-W-WITF-USA-17A-2017,F,32.0,25
2017-W-WITF-USA-18A-2017,F,32.0,25
2017-W-WITF-USA-19A-2017,F,32.0,25
2017-W-WITF-USA-20A-2017,F,32.0,25
2017-W-WITF-USA-22A-2017,F,32.0,60
2017-W-WITF-USA-23A-2017,F,32.0,60
2017-W-WITF-USA-24A-2017,F,32.0,25
2017-W-WITF-USA-25A-2017,F,32.0,25
2017-W-WITF-USA-26A-2017,F,32.0,60
2017-W-WITF-USA-27A-2017,F,32.0,15
2017-W-WITF-USA-28A-2017,F,32.0,25
2017-W-WITF-USA-29A-2017,F,32.0,60
2017-W-WITF-USA-30A-2017,F,32.0,80
2017-W-WITF-USA-31A-2017,F,32.0,25
2017-W-WITF-USA-32A-2017,F,32.0,60
2017-W-WITF-USA-33A-2017,F,32.0,25
2017-W-WITF-USA-34A-2017,F,32.0,15
2017-W-WITF-USA-35A-2017,F,32.0,15
2017-W-WITF-USA-36A-2017,F,32.0,25
2017-W-WITF-USA-37A-2017,F,32.0,25
2017-W-WITF-USA-38A-2017,F,32.0,80
2017-W-WITF-USA-39A-2017,F,32.0,80
2017-W-WITF-USA-40A-2017,F,32.0,80
2017-W-WITF-USA-41A-2017,F,32.0,25
2017-W-WITF-UZB-01A-2017,F,32.0,25
2017-W-WITF-UZB-02A-2017,F,32.0,25
2017-W-WITF-UZB-03A-2017,F,32.0,25
2017-W-WITF-UZB-04A-2017,F,32.0,25
2017-W-WITF-CZE-06A-2017,F,31.0,15
2017-W-WITF-EGY-15A-2017,F,31.0,15
2017-W-WITF-ITA-06A-2017,F,31.0,25
2017-W-WITF-BOL-01A-2017,F,32.0,15
2017-W-WITF-EGY-38A-2017,F,32.0,15
2017-W-WITF-HKG-05A-2017,F,32.0,15
2017-W-WITF-ITA-35A-2017,F,32.0,15
2017-W-WITF-PAR-03A-2017,F,32.0,15
2017-W-WITF-TUN-39A-2017,F,32.0,15
2017-W-WITF-TUN-40A-2017,F,32.0,15
2017-W-WITF-TUR-44A-2017,F,32.0,15
2017-W-WITF-TUR-46A-2017,F,32.0,15
2017-W-WITF-IND-05A-2017,F,32.0,25
2017-W-WITF-IND-06A-2017,F,32.0,25
2017-W-WITF-UAE-01A-2017,F,32.0,100
2017-0300,F,32.0,I
2017-0405,F,32.0,I
2017-0406,F,32.0,I
2017-0528,F,32.0,I
2017-0602,F,32.0,P
2017-0656,F,32.0,I
2017-0703,F,32.0,P
2017-0718,F,64.0,P
2017-0804,F,64.0,P
2017-0806,F,64.0,P
2017-0825,F,32.0,I
2017-0894,F,32.0,I
2017-1003,F,32.0,P
2017-1005,F,32.0,I
2017-1023,F,32.0,I
2017-1024,F,32.0,I
2017-1027,F,32.0,I
2017-1039,F,32.0,I
2017-1041,F,32.0,I
2017-1048,F,32.0,I
2017-1049,F,32.0,I
2017-1050,F,32.0,I
2017-1051,F,32.0,P
2017-1052,F,32.0,P
2017-1056,F,32.0,P
2017-1063,F,32.0,I
2017-1068,F,32.0,I
2017-1074,F,32.0,I
2017-1075,F,64.0,P
2017-1076,F,32.0,I
2017-1077,F,32.0,I
2017-1079,F,32.0,I
2017-1080,F,32.0,I
2017-1082,F,32.0,I
2017-1086,F,32.0,P
2017-1090,F,32.0,I
2017-1091,F,32.0,I
2017-1094,F,32.0,I
2017-1096,F,32.0,I
2017-1097,F,32.0,I
2017-1098,F,32.0,I
2017-1099,F,32.0,I
2017-520,F,128.0,G
2017-520,M,128.0,G
2017-540,F,128.0,G
2017-540,M,128.0,G
2017-560,F,128.0,G
2017-560,M,128.0,G
2017-580,F,128.0,G
2017-580,M,128.0,G
2017-M001,F,32.0,I
2017-M001,M,32.0,A
2017-M004,F,32.0,I
2017-M004,M,32.0,A
2017-M006,F,128.0,PM
2017-M006,M,128.0,M
2017-M007,F,128.0,PM
2017-M007,M,128.0,M
2017-M009,F,64.0,P
2017-M009,M,64.0,M
2017-M010,F,32.0,I
2017-M010,M,32.0,A
2017-M014,F,32.0,I
2017-M014,M,32.0,A
2017-M015,F,64.0,PM
2017-M015,M,32.0,A
2017-M016,F,64.0,P
2017-M016,M,32.0,A
2017-M020,F,32.0,I
2017-M020,M,32.0,A
2017-M021,F,64.0,PM
2017-M021,M,64.0,M
2017-M024,F,64.0,P
2017-M024,M,64.0,M
2017-M035,F,32.0,I
2017-M035,M,64.0,A
2016-1059,F,32.0,C
2016-1072,F,32.0,C
2016-1083,F,32.0,C
2016-1095,F,32.0,C
2016-W-C100-CHN-01A-2016,F,32.0,100
2016-W-C100-CHN-03A-2016,F,32.0,100
2016-W-C100-EGY-01A-2016,F,32.0,100
2016-W-C100-FRA-01A-2016,F,32.0,100
2016-W-C100-FRA-02A-2016,F,32.0,100
2016-W-C100-FRA-03A-2016,F,32.0,100
2016-W-C100-FRA-04A-2016,F,32.0,100
2016-W-C100-FRA-05A-2016,F,32.0,100
2016-W-C100-HUN-01A-2016,F,32.0,100
2016-W-C100-JPN-01A-2016,F,32.0,100
2016-W-C100-RUS-01A-2016,F,32.0,100
2016-W-C100-SVK-01A-2016,F,32.0,100
2016-W-C100-UAE-01A-2016,F,32.0,100
2016-W-C100-USA-01A-2016,F,32.0,100
2016-W-C10-ARG-02A-2016,F,32.0,10
2016-W-C10-ARG-03A-2016,F,32.0,10
2016-W-C10-ARG-08A-2016,F,32.0,10
2016-W-C10-AUT-01A-2016,F,32.0,10
2016-W-C10-AUT-02A-2016,F,32.0,10
2016-W-C10-AUT-03A-2016,F,32.0,10
2016-W-C10-AUT-04A-2016,F,32.0,10
2016-W-C10-AUT-05A-2016,F,32.0,10
2016-W-C10-AZE-02A-2016,F,32.0,10
2016-W-C10-AZE-03A-2016,F,31.0,10
2016-W-C10-BEL-01A-2016,F,32.0,10
2016-W-C10-BEL-02A-2016,F,32.0,10
2016-W-C10-BEL-03A-2016,F,32.0,10
2016-W-C10-BEL-04A-2016,F,32.0,10
2016-W-C10-BEL-05A-2016,F,32.0,10
2016-W-C10-BEL-06A-2016,F,32.0,10
2016-W-C10-BEL-07A-2016,F,32.0,10
2016-W-C10-BOL-02A-2016,F,32.0,10
2016-W-C10-BOL-03A-2016,F,32.0,10
2016-W-C10-BRA-01A-2016,F,32.0,10
2016-W-C10-BRA-02A-2016,F,32.0,10
2016-W-C10-BRA-03A-2016,F,32.0,10
2016-W-C10-BRA-04A-2016,F,32.0,10
2016-W-C10-BRA-05A-2016,F,32.0,10
2016-W-C10-BRN-01A-2016,F,32.0,10
2016-W-C10-BUL-01A-2016,F,32.0,10
2016-W-C10-BUL-02A-2016,F,32.0,10
2016-W-C10-CAN-01A-2016,F,32.0,10
2016-W-C10-CHI-01A-2016,F,32.0,10
2016-W-C10-CHN-01A-2016,F,32.0,10
2016-W-C10-CHN-02A-2016,F,32.0,10
2016-W-C10-CHN-03A-2016,F,32.0,10
2016-W-C10-CHN-04A-2016,F,32.0,10
2016-W-C10-CHN-05A-2016,F,32.0,10
2016-W-C10-CHN-06A-2016,F,32.0,10
2016-W-C10-COL-01A-2016,F,32.0,10
2016-W-C10-COL-02A-2016,F,32.0,10
2016-W-C10-COL-03A-2016,F,32.0,10
2016-W-C10-COL-04A-2016,F,32.0,10
2016-W-C10-CRO-01A-2016,F,32.0,10
2016-W-C10-CRO-02A-2016,F,32.0,10
2016-W-C10-CRO-03A-2016,F,32.0,10
2016-W-C10-CRO-04A-2016,F,32.0,10
2016-W-C10-CRO-05A-2016,F,32.0,10
2016-W-C10-CRO-06A-2016,F,32.0,10
2016-W-C10-CRO-06B-2016,F,32.0,10
2016-W-C10-CRO-07A-2016,F,32.0,10
2016-W-C10-CRO-08A-2016,F,32.0,10
2016-W-C10-CZE-01A-2016,F,32.0,10
2016-W-C10-CZE-02A-2016,F,32.0,10
2016-W-C10-CZE-03A-2016,F,32.0,10
2016-W-C10-CZE-04A-2016,F,32.0,10
2016-W-C10-CZE-05A-2016,F,32.0,10
2016-W-C10-DJI-01A-2016,F,20.0,10
2016-W-C10-DJI-02A-2016,F,20.0,10
2016-W-C10-EGY-01A-2016,F,32.0,10
2016-W-C10-EGY-02A-2016,F,32.0,10
2016-W-C10-EGY-03A-2016,F,30.0,10
2016-W-C10-EGY-04A-2016,F,30.0,10
2016-W-C10-EGY-05A-2016,F,32.0,10
2016-W-C10-EGY-06A-2016,F,32.0,10
2016-W-C10-EGY-07A-2016,F,32.0,10
2016-W-C10-EGY-08A-2016,F,32.0,10
2016-W-C10-EGY-09A-2016,F,32.0,10
2016-W-C10-EGY-10A-2016,F,32.0,10
2016-W-C10-EGY-11A-2016,F,32.0,10
2016-W-C10-EGY-12A-2016,F,32.0,10
2016-W-C10-EGY-13A-2016,F,32.0,10
2016-W-C10-EGY-14A-2016,F,32.0,10
2016-W-C10-EGY-15A-2016,F,32.0,10
2016-W-C10-EGY-16A-2016,F,32.0,10
2016-W-C10-EGY-17A-2016,F,32.0,10
2016-W-C10-EGY-18A-2016,F,32.0,10
2016-W-C10-EGY-19A-2016,F,28.0,10
2016-W-C10-EGY-21A-2016,F,23.0,10
2016-W-C10-EGY-22A-2016,F,25.0,10
2016-W-C10-EGY-23A-2016,F,27.0,10
2016-W-C10-EGY-24A-2016,F,31.0,10
2016-W-C10-EGY-25A-2016,F,32.0,10
2016-W-C10-EGY-26A-2016,F,32.0,10
2016-W-C10-EGY-27A-2016,F,32.0,10
2016-W-C10-EGY-28A-2016,F,32.0,10
2016-W-C10-EGY-29A-2016,F,32.0,10
2016-W-C10-EGY-30A-2016,F,32.0,10
2016-W-C10-EGY-31A-2016,F,32.0,10
2016-W-C10-EGY-32A-2016,F,32.0,10
2016-W-C10-EGY-33A-2016,F,32.0,10
2016-W-C10-EGY-34A-2016,F,32.0,10
2016-W-C10-EGY-35A-2016,F,32.0,10
2016-W-C10-EGY-36A-2016,F,32.0,10
2016-W-C10-EGY-37A-2016,F,32.0,10
2016-W-C10-EGY-38A-2016,F,32.0,10
2016-W-C10-EGY-39A-2016,F,30.0,10
2016-W-C10-EGY-40A-2016,F,32.0,10
2016-W-C10-EGY-41A-2016,F,30.0,10
2016-W-C10-EGY-42A-2016,F,32.0,10
2016-W-C10-EGY-43A-2016,F,32.0,10
2016-W-C10-EGY-44A-2016,F,32.0,10
2016-W-C10-EGY-45A-2016,F,30.0,10
2016-W-C10-EGY-46A-2016,F,30.0,10
2016-W-C10-EGY-47A-2016,F,32.0,10
2016-W-C10-EGY-48A-2016,F,28.0,10
2016-W-C10-ESP-01A-2016,F,32.0,10
2016-W-C10-ESP-02A-2016,F,32.0,10
2016-W-C10-ESP-03A-2016,F,32.0,10
2016-W-C10-ESP-04A-2016,F,32.0,10
2016-W-C10-ESP-05A-2016,F,32.0,10
2016-W-C10-ESP-06A-2016,F,32.0,10
2016-W-C10-ESP-07A-2016,F,32.0,10
2016-W-C10-ESP-08A-2016,F,32.0,10
2016-W-C10-ESP-09A-2016,F,32.0,10
2016-W-C10-ESP-10A-2016,F,32.0,10
2016-W-C10-ESP-11A-2016,F,32.0,10
2016-W-C10-ESP-12A-2016,F,32.0,10
2016-W-C10-ESP-13A-2016,F,32.0,10
2016-W-C10-ESP-14A-2016,F,32.0,10
2016-W-C10-ESP-15A-2016,F,32.0,10
2016-W-C10-ESP-16A-2016,F,32.0,10
2016-W-C10-ESP-16B-2016,F,32.0,10
2016-W-C10-ESP-17A-2016,F,32.0,10
2016-W-C10-ESP-18A-2016,F,32.0,10
2016-W-C10-ESP-19A-2016,F,32.0,10
2016-W-C10-ESP-20A-2016,F,32.0,10
2016-W-C10-EST-01A-2016,F,32.0,10
2016-W-C10-FIN-01A-2016,F,32.0,10
2016-W-C10-FIN-02A-2016,F,32.0,10
2016-W-C10-FIN-03A-2016,F,32.0,10
2016-W-C10-FRA-02A-2016,F,32.0,10
2016-W-C10-FRA-03A-2016,F,32.0,10
2016-W-C10-FRA-04A-2016,F,32.0,10
2016-W-C10-FRA-05A-2016,F,32.0,10
2016-W-C10-FRA-06A-2016,F,32.0,10
2016-W-C10-FRA-07A-2016,F,32.0,10
2016-W-C10-FRA-08A-2016,F,32.0,10
2016-W-C10-FRA-09A-2016,F,26.0,10
2016-W-C10-FRA-10A-2016,F,32.0,10
2016-W-C10-GBR-01A-2016,F,32.0,10
2016-W-C10-GBR-02A-2016,F,32.0,10
2016-W-C10-GBR-03A-2016,F,32.0,10
2016-W-C10-GBR-04A-2016,F,32.0,10
2016-W-C10-GBR-04B-2016,F,32.0,10
2016-W-C10-GBR-05A-2016,F,32.0,10
2016-W-C10-GBR-06A-2016,F,32.0,10
2016-W-C10-GBR-07A-2016,F,32.0,10
2016-W-C10-GEO-03A-2016,F,32.0,10
2016-W-C10-GER-01A-2016,F,32.0,10
2016-W-C10-GER-02A-2016,F,32.0,10
2016-W-C10-GER-03A-2016,F,32.0,10
2016-W-C10-GER-04A-2016,F,32.0,10
2016-W-C10-GRE-01A-2016,F,32.0,10
2016-W-C10-GRE-02A-2016,F,32.0,10
2016-W-C10-GRE-03A-2016,F,32.0,10
2016-W-C10-GRE-04A-2016,F,32.0,10
2016-W-C10-GRE-05A-2016,F,32.0,10
2016-W-C10-GRE-06A-2016,F,32.0,10
2016-W-C10-GRE-11A-2016,F,32.0,10
2016-W-C10-GRE-12A-2016,F,32.0,10
2016-W-C10-GRE-13A-2016,F,32.0,10
2016-W-C10-GRE-14A-2016,F,32.0,10
2016-W-C10-GRE-15A-2016,F,32.0,10
2016-W-C10-HKG-01A-2016,F,32.0,10
2016-W-C10-HKG-02A-2016,F,32.0,10
2016-W-C10-HUN-01A-2016,F,32.0,10
2016-W-C10-HUN-02A-2016,F,32.0,10
2016-W-C10-INA-01A-2016,F,25.0,10
2016-W-C10-INA-02A-2016,F,32.0,10
2016-W-C10-IND-01A-2016,F,32.0,10
2016-W-C10-IND-02A-2016,F,32.0,10
2016-W-C10-ISR-01A-2016,F,32.0,10
2016-W-C10-ISR-02A-2016,F,32.0,10
2016-W-C10-ISR-03A-2016,F,32.0,10
2016-W-C10-ISR-04A-2016,F,32.0,10
2016-W-C10-ISR-05A-2016,F,32.0,10
2016-W-C10-ISR-06A-2016,F,32.0,10
2016-W-C10-ISR-06B-2016,F,32.0,10
2016-W-C10-ISR-07A-2016,F,32.0,10
2016-W-C10-ISR-08A-2016,F,32.0,10
2016-W-C10-ISR-09A-2016,F,32.0,10
2016-W-C10-ITA-02A-2016,F,32.0,10
2016-W-C10-ITA-03A-2016,F,32.0,10
2016-W-C10-ITA-04A-2016,F,32.0,10
2016-W-C10-ITA-05A-2016,F,30.0,10
2016-W-C10-ITA-06A-2016,F,32.0,10
2016-W-C10-ITA-06B-2016,F,32.0,10
2016-W-C10-ITA-07A-2016,F,32.0,10
2016-W-C10-ITA-07B-2016,F,32.0,10
2016-W-C10-ITA-08A-2016,F,32.0,10
2016-W-C10-ITA-10A-2016,F,32.0,10
2016-W-C10-ITA-11A-2016,F,32.0,10
2016-W-C10-ITA-12A-2016,F,32.0,10
