tourney_id,sex,draw_size,tourney_level
2016-W-FC-2016-G2-AO-B-M-SIN-PAK-01,F,2.0,D
2016-W-FC-2016-G2-AO-B-M-SIN-SRI-01,F,2.0,D
2016-W-FC-2016-G2-AO-PP3-4-HKG-MAS-01,F,2.0,D
2016-W-FC-2016-G2-AO-PP5-6-POC-INA-01,F,2.0,D
2016-W-FC-2016-G2-AO-PP7-8-IRI-SRI-01,F,2.0,D
2016-W-FC-2016-G2-AO-PP9-10-BRN-PAK-01,F,2.0,D
2016-W-FC-2016-G2-AO-PPO-PHI-SIN-01,F,2.0,D
2016-W-FC-2016-G2-EPA-A-M-FIN-DEN-01,F,2.0,D
2016-W-FC-2016-G2-EPA-A-M-FIN-LTU-01,F,2.0,D
2016-W-FC-2016-G2-EPA-A-M-LTU-DEN-01,F,2.0,D
2016-W-FC-2016-G2-EPA-B-M-AUT-BIH-01,F,2.0,D
2016-W-FC-2016-G2-EPA-B-M-EGY-AUT-01,F,2.0,D
2016-W-FC-2016-G2-EPA-B-M-EGY-BIH-01,F,2.0,D
2016-W-FC-2016-G2-EPA-B-M-LIE-AUT-01,F,2.0,D
2016-W-FC-2016-G2-EPA-B-M-LIE-BIH-01,F,2.0,D
2016-W-FC-2016-G2-EPA-B-M-LIE-EGY-01,F,2.0,D
2016-W-FC-2016-G2-EPA-PPO-DEN-BIH-01,F,2.0,D
2016-W-FC-2016-G2-EPA-PPO-LTU-AUT-01,F,2.0,D
2016-W-FC-2016-G2-EPA-REL-EGY-FIN-01,F,2.0,D
2016-W-FC-2016-WG2-M-AUS-SVK-01,F,4.0,D
2016-W-FC-2016-WG2-M-CAN-BLR-01,F,4.0,D
2016-W-FC-2016-WG2-M-ESP-SRB-01,F,4.0,D
2016-W-FC-2016-WG2-M-USA-POL-01,F,4.0,D
2016-W-FC-2016-WG2-PO-ARG-UKR-01,F,4.0,D
2016-W-FC-2016-WG2-PO-CAN-SVK-01,F,4.0,D
2016-W-FC-2016-WG2-PO-POL-TPE-01,F,4.0,D
2016-W-FC-2016-WG2-PO-SRB-BEL-01,F,4.0,D
2016-W-FC-2016-WG-M-CZE-FRA-01,F,4.0,D
2016-W-FC-2016-WG-M-CZE-ROU-01,F,4.0,D
2016-W-FC-2016-WG-M-CZE-SUI-01,F,4.0,D
2016-W-FC-2016-WG-M-FRA-ITA-01,F,4.0,D
2016-W-FC-2016-WG-M-FRA-NED-01,F,4.0,D
2016-W-FC-2016-WG-M-GER-SUI-01,F,4.0,D
2016-W-FC-2016-WG-M-NED-RUS-01,F,4.0,D
2016-W-FC-2016-WG-PO-AUS-USA-01,F,4.0,D
2016-W-FC-2016-WG-PO-GER-ROU-01,F,4.0,D
2016-W-FC-2016-WG-PO-ITA-ESP-01,F,4.0,D
2016-W-FC-2016-WG-PO-RUS-BLR-01,F,4.0,D
2018-0300,F,32.0,I
2018-0405,F,32.0,I
2018-0406,F,32.0,I
2018-0528,F,32.0,I
2018-0602,F,32.0,P
2018-0656,F,32.0,I
2018-0703,F,32.0,P
2018-0718,F,32.0,P
2018-0804,F,64.0,P
2018-0806,F,64.0,P
2018-0808,F,8.0,F
2018-0825,F,32.0,I
2018-0894,F,32.0,I
2018-1003,F,64.0,P
2018-1005,F,32.0,I
2018-1023,F,32.0,I
2018-1024,F,32.0,I
2018-1027,F,32.0,I
2018-1039,F,32.0,I
2018-1049,F,32.0,I
2018-1050,F,32.0,I
2018-1051,F,32.0,P
2018-1052,F,32.0,P
2018-1056,F,32.0,P
2018-1063,F,32.0,I
2018-1068,F,32.0,I
2018-1074,F,32.0,I
2018-1075,F,64.0,P
2018-1076,F,32.0,I
2018-1077,F,32.0,I
2018-1079,F,32.0,I
2018-1080,F,32.0,I
2018-1081,F,12.0,F
2018-1082,F,32.0,I
2018-1086,F,32.0,P
2018-1091,F,32.0,I
2018-1094,F,32.0,I
2018-1096,F,32.0,I
2018-1097,F,32.0,I
2018-1101,F,32.0,I
2018-1105,F,32.0,I
2018-W-FC-2018-G1-AM-A-M-CHI-COL-01,F,2.0,D
2018-W-FC-2018-G1-AM-A-M-PAR-CHI-01,F,2.0,D
2018-W-FC-2018-G1-AM-A-M-PAR-COL-01,F,2.0,D
2018-W-FC-2018-G1-AM-B-M-ARG-BRA-01,F,2.0,D
2018-W-FC-2018-G1-AM-B-M-ARG-GUA-01,F,2.0,D
2018-W-FC-2018-G1-AM-B-M-ARG-VEN-01,F,2.0,D
2018-W-FC-2018-G1-AM-B-M-BRA-GUA-01,F,2.0,D
2018-W-FC-2018-G1-AM-B-M-BRA-VEN-01,F,2.0,D
2018-W-FC-2018-G1-AM-B-M-VEN-GUA-01,F,2.0,D
2018-W-FC-2018-G1-AM-PP3-4-COL-ARG-01,F,2.0,D
2018-W-FC-2018-G1-AM-PPO-PAR-BRA-01,F,2.0,D
2018-W-FC-2018-G1-AM-REL-CHI-VEN-01,F,2.0,D
2018-W-FC-2018-G1-AO-A-M-CHN-HKG-01,F,2.0,D
2018-W-FC-2018-G1-AO-A-M-CHN-IND-01,F,2.0,D
2018-W-FC-2018-G1-AO-A-M-IND-HKG-01,F,2.0,D
2018-W-FC-2018-G1-AO-A-M-KAZ-CHN-01,F,2.0,D
2018-W-FC-2018-G1-AO-A-M-KAZ-HKG-01,F,2.0,D
2018-W-FC-2018-G1-AO-A-M-KAZ-IND-01,F,2.0,D
2018-W-FC-2018-G1-AO-B-M-JPN-KOR-01,F,2.0,D
2018-W-FC-2018-G1-AO-B-M-JPN-THA-01,F,2.0,D
2018-W-FC-2018-G1-AO-B-M-THA-KOR-01,F,2.0,D
2018-W-FC-2018-G1-AO-B-M-TPE-JPN-01,F,2.0,D
2018-W-FC-2018-G1-AO-B-M-TPE-KOR-01,F,2.0,D
2018-W-FC-2018-G1-AO-B-M-TPE-THA-01,F,2.0,D
2018-W-FC-2018-G1-AO-PP3-4-CHN-KOR-01,F,2.0,D
2018-W-FC-2018-G1-AO-PPO-KAZ-JPN-01,F,2.0,D
2018-W-FC-2018-G1-AO-REL-IND-TPE-01,F,2.0,D
2018-W-FC-2018-G1-AO-REL-THA-HKG-01,F,2.0,D
2018-W-FC-2018-G1-EPA-A-M-GEO-BUL-01,F,2.0,D
2018-W-FC-2018-G1-EPA-A-M-SRB-BUL-01,F,2.0,D
2018-W-FC-2018-G1-EPA-A-M-SRB-GEO-01,F,2.0,D
2018-W-FC-2018-G1-EPA-B-M-EST-POR-01,F,2.0,D
2018-W-FC-2018-G1-EPA-B-M-GBR-EST-01,F,2.0,D
2018-W-FC-2018-G1-EPA-B-M-GBR-POR-01,F,2.0,D
2018-W-FC-2018-G1-EPA-C-M-CRO-HUN-01,F,2.0,D
2018-W-FC-2018-G1-EPA-C-M-CRO-SLO-01,F,2.0,D
2018-W-FC-2018-G1-EPA-C-M-CRO-SWE-01,F,2.0,D
2018-W-FC-2018-G1-EPA-C-M-HUN-SLO-01,F,2.0,D
2018-W-FC-2018-G1-EPA-C-M-HUN-SWE-01,F,2.0,D
2018-W-FC-2018-G1-EPA-C-M-SLO-SWE-01,F,2.0,D
2018-W-FC-2018-G1-EPA-D-M-AUT-LAT-01,F,2.0,D
2018-W-FC-2018-G1-EPA-D-M-POL-AUT-01,F,2.0,D
2018-W-FC-2018-G1-EPA-D-M-POL-LAT-01,F,2.0,D
2018-W-FC-2018-G1-EPA-D-M-POL-TUR-01,F,2.0,D
2018-W-FC-2018-G1-EPA-D-M-TUR-AUT-01,F,2.0,D
2018-W-FC-2018-G1-EPA-D-M-TUR-LAT-01,F,2.0,D
2018-W-FC-2018-G1-EPA-PP5-8-BUL-POL-01,F,2.0,D
2018-W-FC-2018-G1-EPA-PP5-8-EST-CRO-01,F,2.0,D
2018-W-FC-2018-G1-EPA-PPO-GBR-HUN-01,F,2.0,D
2018-W-FC-2018-G1-EPA-PPO-SRB-LAT-01,F,2.0,D
2018-W-FC-2018-G1-EPA-REL-GEO-AUT-01,F,2.0,D
2018-W-FC-2018-G1-EPA-REL-POR-SWE-01,F,2.0,D
2018-W-FC-2018-G2-AM-A-A-M-DOM-BAR-01,F,2.0,D
2018-W-FC-2018-G2-AM-A-A-M-MEX-BAR-01,F,2.0,D
2018-W-FC-2018-G2-AM-A-A-M-MEX-DOM-01,F,2.0,D
2018-W-FC-2018-G2-AM-A-B-M-CUB-URU-01,F,2.0,D
2018-W-FC-2018-G2-AM-A-B-M-PER-CUB-01,F,2.0,D
2018-W-FC-2018-G2-AM-A-B-M-PER-URU-01,F,2.0,D
2018-W-FC-2018-G2-AM-A-PP3-4-DOM-CUB-01,F,2.0,D
2018-W-FC-2018-G2-AM-A-PP5-6-URU-BAR-01,F,2.0,D
2018-W-FC-2018-G2-AM-A-PPO-MEX-PER-01,F,2.0,D
2018-W-FC-2018-G2-AM-B-A-M-CRC-HON-01,F,2.0,D
2018-W-FC-2018-G2-AM-B-A-M-ECU-CRC-01,F,2.0,D
2018-W-FC-2018-G2-AM-B-A-M-ECU-HON-01,F,2.0,D
2018-W-FC-2018-G2-AM-B-B-M-BER-BAH-01,F,2.0,D
2018-W-FC-2018-G2-AM-B-B-M-BOL-BAH-01,F,2.0,D
2018-W-FC-2018-G2-AM-B-B-M-BOL-BER-01,F,2.0,D
2018-W-FC-2018-G2-AM-B-B-M-BOL-TTO-01,F,2.0,D
2018-W-FC-2018-G2-AM-B-B-M-TTO-BAH-01,F,2.0,D
2018-W-FC-2018-G2-AM-B-B-M-TTO-BER-01,F,2.0,D
2018-W-FC-2018-G2-AM-B-PP3-4-CRC-BOL-01,F,2.0,D
2018-W-FC-2018-G2-AM-B-PP5-6-HON-TTO-01,F,2.0,D
2018-W-FC-2018-G2-AM-B-PPO-ECU-BAH-01,F,2.0,D
2018-W-FC-2018-G2-AO-A-M-NZL-LBN-01,F,2.0,D
2018-W-FC-2018-G2-AO-A-M-UZB-LBN-01,F,2.0,D
2018-W-FC-2018-G2-AO-A-M-UZB-NZL-01,F,2.0,D
2018-W-FC-2018-G2-AO-B-M-PHI-KGZ-01,F,2.0,D
2018-W-FC-2018-G2-AO-B-M-PHI-SGP-01,F,2.0,D
2018-W-FC-2018-G2-AO-B-M-SGP-KGZ-01,F,2.0,D
2018-W-FC-2018-G2-AO-C-M-MAS-IRI-01,F,2.0,D
2018-W-FC-2018-G2-AO-C-M-MAS-OMA-01,F,2.0,D
2018-W-FC-2018-G2-AO-C-M-MAS-POC-01,F,2.0,D
2018-W-FC-2018-G2-AO-C-M-OMA-IRI-01,F,2.0,D
2018-W-FC-2018-G2-AO-C-M-POC-IRI-01,F,2.0,D
2018-W-FC-2018-G2-AO-C-M-POC-OMA-01,F,2.0,D
2018-W-FC-2018-G2-AO-D-M-BRN-PAK-01,F,2.0,D
2018-W-FC-2018-G2-AO-D-M-INA-BRN-01,F,2.0,D
2018-W-FC-2018-G2-AO-D-M-INA-PAK-01,F,2.0,D
2018-W-FC-2018-G2-AO-D-M-INA-SRI-01,F,2.0,D
2018-W-FC-2018-G2-AO-D-M-SRI-BRN-01,F,2.0,D
2018-W-FC-2018-G2-AO-D-M-SRI-PAK-01,F,2.0,D
2018-W-FC-2018-G2-AO-PP5-8-NZL-PAK-01,F,2.0,D
2018-W-FC-2018-G2-AO-PP5-8-PHI-OMA-01,F,2.0,D
2018-W-FC-2018-G2-AO-PP9-12-KGZ-MAS-01,F,2.0,D
2018-W-FC-2018-G2-AO-PP9-12-LBN-SRI-01,F,2.0,D
2018-W-FC-2018-G2-AO-PPO-SGP-POC-01,F,2.0,D
2018-W-FC-2018-G2-AO-PPO-UZB-INA-01,F,2.0,D
2018-W-FC-2018-G2-EPA-A-M-DEN-EGY-01,F,2.0,D
2018-W-FC-2018-G2-EPA-A-M-DEN-GRE-01,F,2.0,D
2018-W-FC-2018-G2-EPA-A-M-EGY-GRE-01,F,2.0,D
2018-W-FC-2018-G2-EPA-B-M-BIH-ISR-01,F,2.0,D
2018-W-FC-2018-G2-EPA-B-M-BIH-LUX-01,F,2.0,D
2018-W-FC-2018-G2-EPA-B-M-LUX-ISR-01,F,2.0,D
2018-W-FC-2018-G2-EPA-B-M-NOR-BIH-01,F,2.0,D
2018-W-FC-2018-G2-EPA-B-M-NOR-ISR-01,F,2.0,D
2018-W-FC-2018-G2-EPA-B-M-NOR-LUX-01,F,2.0,D
2018-W-FC-2018-G2-EPA-PPO-DEN-ISR-01,F,2.0,D
2018-W-FC-2018-G2-EPA-PPO-GRE-LUX-01,F,2.0,D
2018-W-FC-2018-G2-EPA-REL-EGY-BIH-01,F,2.0,D
2018-W-FC-2018-WG2-M-CAN-ROU-01,F,4.0,D
2018-W-FC-2018-WG2-M-ESP-ITA-01,F,4.0,D
2018-W-FC-2018-WG2-M-RUS-SVK-01,F,4.0,D
2018-W-FC-2018-WG2-M-UKR-AUS-01,F,4.0,D
2018-W-FC-2018-WG2-PO-ESP-PAR-01,F,4.0,D
2018-W-FC-2018-WG2-PO-GBR-JPN-01,F,4.0,D
2018-W-FC-2018-WG2-PO-RUS-LAT-01,F,4.0,D
2018-W-FC-2018-WG2-PO-UKR-CAN-01,F,4.0,D
2018-W-FC-2018-WG-M-BEL-FRA-01,F,4.0,D
2018-W-FC-2018-WG-M-BLR-GER-01,F,4.0,D
2018-W-FC-2018-WG-M-CZE-SUI-01,F,4.0,D
2018-W-FC-2018-WG-M-CZE-USA-01,F,4.0,D
2018-W-FC-2018-WG-M-FRA-USA-01,F,4.0,D
2018-W-FC-2018-WG-M-GER-CZE-01,F,4.0,D
2018-W-FC-2018-WG-M-NED-USA-01,F,4.0,D
2018-W-FC-2018-WG-PO-BEL-ITA-01,F,4.0,D
2018-W-FC-2018-WG-PO-BLR-SVK-01,F,4.0,D
2018-W-FC-2018-WG-PO-NED-AUS-01,F,4.0,D
2018-W-FC-2018-WG-PO-SUI-ROU-01,F,4.0,D
2020-7318,M,64.0,C
2020-7393,M,64.0,C
2020-2205,M,64.0,C
2020-5047,M,64.0,C
2020-7841,M,64.0,C
2020-7880,M,64.0,C
2020-3503,M,64.0,C
2020-5018,M,64.0,C
2020-7845,M,64.0,C
2020-7853,M,64.0,C
2020-6239,M,64.0,C
2020-0695,M,64.0,C
2020-7203,M,64.0,C
2020-7808,M,64.0,C
2020-0398,M,64.0,C
2020-9154,M,64.0,C
2020-0854,M,64.0,C
2020-6963,M,64.0,C
2020-7235,M,64.0,C
2020-7652,M,64.0,C
2020-9128,M,64.0,C
2020-9194,M,64.0,C
2020-9162,M,64.0,C
2020-7851,M,64.0,C
2020-7351,M,64.0,C
2020-3618,M,64.0,C
2020-8371,M,32.0,C
2020-0600,M,64.0,C
2020-8392,M,32.0,C
2020-7077,M,64.0,C
2020-9351,M,32.0,C
2020-2120,M,32.0,C
2020-1797,M,32.0,C
2020-7009,M,32.0,C
2020-0558,M,32.0,C
2020-8394,M,32.0,C
2020-9357,M,32.0,C
2020-6590,M,32.0,C
2020-7085,M,32.0,C
2020-8388,M,32.0,C
2020-9132,M,32.0,C
2020-9190,M,32.0,C
2020-7909,M,32.0,C
2020-7742,M,32.0,C
2020-7793,M,32.0,C
2020-7083,M,32.0,C
2020-8297,M,32.0,C
2020-7878,M,32.0,C
2020-0083,M,32.0,C
2020-9414,M,32.0,C
2020-0444,M,32.0,C
2020-7316,M,32.0,C
2020-7391,M,32.0,C
2020-9152,M,32.0,C
2020-6204,M,32.0,C
2020-6579,M,32.0,C
2020-8382,M,32.0,C
2020-6307,M,32.0,C
2020-8312,M,32.0,C
2021-581,M,128.0,G
2021-581,F,128.0,G
2021-7083,M,32.0,C
2021-9430,M,32.0,C
2021-6239,M,32.0,C
2021-9432,M,32.0,C
2021-9454,M,32.0,C
2021-7085,M,32.0,C
2021-0398,M,32.0,C
2021-8371,M,32.0,C
2021-9434,M,32.0,C
2021-9452,M,32.0,C
2021-9436,M,32.0,C
2021-9456,M,32.0,C
2021-3618,M,32.0,C
2021-9458,M,32.0,C
2021-8285,M,32.0,C
2021-9464,M,32.0,C
2021-9466,M,32.0,C
2021-9468,M,32.0,C
2021-9470,M,32.0,C
2021-9154,M,32.0,C
2021-3406,M,32.0,C
2021-7874,M,32.0,C
2021-0469,M,32.0,C
2021-9472,M,32.0,C
2021-7878,M,32.0,C
2021-0468,M,32.0,C
2021-9475,M,32.0,C
2021-8388,M,32.0,C
2021-0835,M,32.0,C
2021-9152,M,32.0,C
2021-9477,M,32.0,C
2021-2151,M,32.0,C
2021-0059,M,32.0,C
2021-0692,M,32.0,C
2021-1797,M,32.0,C
2021-5057,M,32.0,C
2021-9507,M,32.0,C
2021-9496,M,32.0,C
2021-0600,M,32.0,C
2021-0460,M,32.0,C
2021-9500,M,32.0,C
2021-9503,M,32.0,C
2021-9514,M,32.0,C
2021-9505,M,32.0,C
2021-9498,M,32.0,C
2021-9188,M,32.0,C
2021-7791,M,32.0,C
2021-0444,M,32.0,C
2021-7536,M,32.0,C
2021-7740,M,32.0,C
2021-9353,M,32.0,C
2021-7009,M,32.0,C
2021-9524,M,32.0,C
2021-9357,M,32.0,C
2021-9522,M,32.0,C
2021-0558,M,32.0,C
2021-3463,M,32.0,C
2021-9526,M,32.0,C
2021-0526,M,32.0,C
2021-9001,M,32.0,C
2021-9531,M,32.0,C
2021-9198,M,32.0,C
2021-8394,M,32.0,C
2021-9533,M,32.0,C
2021-8392,M,32.0,C
2021-7316,M,32.0,C
2021-9536,M,32.0,C
2021-9538,M,32.0,C
2021-0221,M,32.0,C
2021-0586,M,32.0,C
2021-0786,M,32.0,C
2021-0783,M,32.0,C
2021-9351,M,32.0,C
2021-2120,M,32.0,C
2021-6795,M,32.0,C
2021-6809,M,32.0,C
2021-7077,M,32.0,C
2021-9540,M,32.0,C
2021-9542,M,32.0,C
2021-9544,M,32.0,C
2021-7494,M,32.0,C
2021-9550,M,32.0,C
2021-9548,M,32.0,C
2019-0300,F,32.0,I
2019-0405,F,32.0,I
2019-0406,F,32.0,I
2019-0466,F,32.0,I
2019-0528,F,32.0,I
2019-0703,F,32.0,P
2019-0718,F,64.0,P
2019-0804,F,64.0,P
2019-0806,F,64.0,P
2019-0808,F,8.0,F
2019-0825,F,32.0,I
2019-0894,F,32.0,I
2019-1003,F,32.0,P
2019-1005,F,32.0,I
2019-1023,F,32.0,I
2019-1024,F,32.0,I
2019-1027,F,32.0,I
2019-1039,F,32.0,I
2019-1049,F,32.0,I
2019-1050,F,32.0,I
2019-1051,F,32.0,P
2019-1052,F,32.0,P
2019-1056,F,32.0,I
2019-1063,F,32.0,I
2019-1068,F,32.0,I
2019-1072,F,32.0,I
2019-1075,F,64.0,P
2019-1076,F,32.0,I
2019-1077,F,32.0,I
2019-1079,F,32.0,I
2019-1080,F,32.0,I
2019-1081,F,12.0,F
2019-1082,F,32.0,I
2019-1086,F,32.0,P
2019-1090,F,32.0,I
2019-1091,F,32.0,I
2019-1094,F,32.0,I
2019-1096,F,32.0,I
2019-1097,F,32.0,I
2019-1101,F,32.0,I
2019-1102,F,64.0,I
2019-2006,F,32.0,I
2019-2008,F,32.0,P
2019-2010,F,32.0,I
2019-W-FC-2019-G1-AM-A-M-COL-ECU-01,F,2.0,D
2019-W-FC-2019-G1-AM-A-M-MEX-COL-01,F,2.0,D
2019-W-FC-2019-G1-AM-A-M-MEX-ECU-01,F,2.0,D
2019-W-FC-2019-G1-AM-A-M-PAR-COL-01,F,2.0,D
2019-W-FC-2019-G1-AM-A-M-PAR-ECU-01,F,2.0,D
2019-W-FC-2019-G1-AM-A-M-PAR-MEX-01,F,2.0,D
2019-W-FC-2019-G1-AM-B-M-ARG-BRA-01,F,2.0,D
2019-W-FC-2019-G1-AM-B-M-ARG-CHI-01,F,2.0,D
2019-W-FC-2019-G1-AM-B-M-ARG-PUR-01,F,2.0,D
2019-W-FC-2019-G1-AM-B-M-BRA-CHI-01,F,2.0,D
2019-W-FC-2019-G1-AM-B-M-BRA-PUR-01,F,2.0,D
2019-W-FC-2019-G1-AM-B-M-CHI-PUR-01,F,2.0,D
2019-W-FC-2019-G1-AM-PP3-4-MEX-CHI-01,F,2.0,D
2019-W-FC-2019-G1-AM-PPO-PAR-BRA-01,F,2.0,D
2019-W-FC-2019-G1-AM-REL-COL-PUR-01,F,2.0,D
2019-W-FC-2019-G1-AM-REL-ECU-ARG-01,F,2.0,D
2019-W-FC-2019-G1-AO-A-M-IND-THA-01,F,2.0,D
2019-W-FC-2019-G1-AO-A-M-KAZ-IND-01,F,2.0,D
2019-W-FC-2019-G1-AO-A-M-KAZ-THA-01,F,2.0,D
2019-W-FC-2019-G1-AO-B-M-CHN-INA-01,F,2.0,D
2019-W-FC-2019-G1-AO-B-M-CHN-KOR-01,F,2.0,D
2019-W-FC-2019-G1-AO-B-M-CHN-POC-01,F,2.0,D
2019-W-FC-2019-G1-AO-B-M-INA-POC-01,F,2.0,D
2019-W-FC-2019-G1-AO-B-M-KOR-INA-01,F,2.0,D
2019-W-FC-2019-G1-AO-B-M-KOR-POC-01,F,2.0,D
2019-W-FC-2019-G1-AO-PP3-4-IND-KOR-01,F,2.0,D
2019-W-FC-2019-G1-AO-PPO-CHN-KAZ-01,F,2.0,D
2019-W-FC-2019-G1-AO-REL-INA-THA-01,F,2.0,D
2019-W-FC-2019-G1-EPA-A-A-M-POL-DEN-01,F,2.0,D
2019-W-FC-2019-G1-EPA-A-A-M-RUS-DEN-01,F,2.0,D
2019-W-FC-2019-G1-EPA-A-A-M-RUS-POL-01,F,2.0,D
2019-W-FC-2019-G1-EPA-A-B-M-BUL-SWE-01,F,2.0,D
2019-W-FC-2019-G1-EPA-A-B-M-EST-BUL-01,F,2.0,D
2019-W-FC-2019-G1-EPA-A-B-M-EST-SWE-01,F,2.0,D
2019-W-FC-2019-G1-EPA-A-B-M-UKR-BUL-01,F,2.0,D
2019-W-FC-2019-G1-EPA-A-B-M-UKR-EST-01,F,2.0,D
2019-W-FC-2019-G1-EPA-A-B-M-UKR-SWE-01,F,2.0,D
2019-W-FC-2019-G1-EPA-A-PP3-4-POL-UKR-01,F,2.0,D
2019-W-FC-2019-G1-EPA-A-PPO-RUS-SWE-01,F,2.0,D
2019-W-FC-2019-G1-EPA-A-REL-DEN-EST-01,F,2.0,D
2019-W-FC-2019-G1-EPA-B-A-M-GBR-GRE-01,F,2.0,D
2019-W-FC-2019-G1-EPA-B-A-M-GBR-HUN-01,F,2.0,D
2019-W-FC-2019-G1-EPA-B-A-M-GBR-SLO-01,F,2.0,D
2019-W-FC-2019-G1-EPA-B-A-M-GRE-SLO-01,F,2.0,D
2019-W-FC-2019-G1-EPA-B-A-M-HUN-GRE-01,F,2.0,D
2019-W-FC-2019-G1-EPA-B-A-M-HUN-SLO-01,F,2.0,D
2019-W-FC-2019-G1-EPA-B-B-M-CRO-GEO-01,F,2.0,D
2019-W-FC-2019-G1-EPA-B-B-M-CRO-TUR-01,F,2.0,D
2019-W-FC-2019-G1-EPA-B-B-M-SRB-CRO-01,F,2.0,D
2019-W-FC-2019-G1-EPA-B-B-M-SRB-GEO-01,F,2.0,D
2019-W-FC-2019-G1-EPA-B-B-M-SRB-TUR-01,F,2.0,D
2019-W-FC-2019-G1-EPA-B-B-M-TUR-GEO-01,F,2.0,D
2019-W-FC-2019-G1-EPA-B-PP5-8-GRE-TUR-01,F,2.0,D
2019-W-FC-2019-G1-EPA-B-PP5-8-HUN-CRO-01,F,2.0,D
2019-W-FC-2019-G1-EPA-B-PPO-GBR-SRB-01,F,2.0,D
2019-W-FC-2019-G1-EPA-B-REL-SLO-GEO-01,F,2.0,D
2019-W-FC-2019-G2-AM-A-A-M-BOL-PAN-01,F,2.0,D
2019-W-FC-2019-G2-AM-A-A-M-PER-BOL-01,F,2.0,D
2019-W-FC-2019-G2-AM-A-A-M-PER-PAN-01,F,2.0,D
2019-W-FC-2019-G2-AM-A-B-M-BAH-BAR-01,F,2.0,D
2019-W-FC-2019-G2-AM-A-B-M-BAH-TTO-01,F,2.0,D
2019-W-FC-2019-G2-AM-A-B-M-TTO-BAR-01,F,2.0,D
2019-W-FC-2019-G2-AM-A-PP3-4-BOL-TTO-01,F,2.0,D
2019-W-FC-2019-G2-AM-A-PP5-6-BAR-PAN-01,F,2.0,D
2019-W-FC-2019-G2-AM-A-PPO-PER-BAH-01,F,2.0,D
2019-W-FC-2019-G2-AM-B-A-M-CUB-DOM-01,F,2.0,D
2019-W-FC-2019-G2-AM-B-A-M-CUB-URU-01,F,2.0,D
2019-W-FC-2019-G2-AM-B-A-M-DOM-URU-01,F,2.0,D
2019-W-FC-2019-G2-AM-B-A-M-GUA-CUB-01,F,2.0,D
2019-W-FC-2019-G2-AM-B-A-M-GUA-DOM-01,F,2.0,D
2019-W-FC-2019-G2-AM-B-A-M-GUA-URU-01,F,2.0,D
2019-W-FC-2019-G2-AM-B-A-M-VEN-CUB-01,F,2.0,D
2019-W-FC-2019-G2-AM-B-A-M-VEN-DOM-01,F,2.0,D
2019-W-FC-2019-G2-AM-B-A-M-VEN-GUA-01,F,2.0,D
2019-W-FC-2019-G2-AM-B-A-M-VEN-URU-01,F,2.0,D
2019-W-FC-2019-G2-EPA-A-M-AUT-BIH-01,F,2.0,D
2019-W-FC-2019-G2-EPA-A-M-AUT-TUN-01,F,2.0,D
2019-W-FC-2019-G2-EPA-A-M-BIH-TUN-01,F,2.0,D
2019-W-FC-2019-G2-EPA-B-M-ISR-LUX-01,F,2.0,D
2019-W-FC-2019-G2-EPA-B-M-ISR-POR-01,F,2.0,D
2019-W-FC-2019-G2-EPA-B-M-ISR-RSA-01,F,2.0,D
2019-W-FC-2019-G2-EPA-B-M-LUX-POR-01,F,2.0,D
2019-W-FC-2019-G2-EPA-B-M-LUX-RSA-01,F,2.0,D
2019-W-FC-2019-G2-EPA-B-M-POR-RSA-01,F,2.0,D
2019-W-FC-2019-G2-EPA-PPO-AUT-ISR-01,F,2.0,D
2019-W-FC-2019-G2-EPA-PPO-LUX-TUN-01,F,2.0,D
2019-W-FC-2019-G2-EPA-REL-BIH-POR-01,F,2.0,D
2019-W-FC-2019-WG2-M-CAN-NED-01,F,4.0,D
2019-W-FC-2019-WG2-M-ESP-JPN-01,F,4.0,D
2019-W-FC-2019-WG2-M-SUI-ITA-01,F,4.0,D
2019-W-FC-2019-WG2-M-SVK-LAT-01,F,4.0,D
2019-W-FC-2019-WG2-PO-GBR-KAZ-01,F,4.0,D
2019-W-FC-2019-WG2-PO-JPN-NED-01,F,4.0,D
2019-W-FC-2019-WG2-PO-RUS-ITA-01,F,4.0,D
2019-W-FC-2019-WG2-PO-SVK-BRA-01,F,4.0,D
2019-W-FC-2019-WG-M-AUS-USA-01,F,4.0,D
2019-W-FC-2019-WG-M-BLR-AUS-01,F,4.0,D
2019-W-FC-2019-WG-M-CZE-ROU-01,F,4.0,D
2019-W-FC-2019-WG-M-FRA-AUS-01,F,4.0,D
2019-W-FC-2019-WG-M-FRA-BEL-01,F,4.0,D
2019-W-FC-2019-WG-M-GER-BLR-01,F,4.0,D
2019-W-FC-2019-WG-M-ROU-FRA-01,F,4.0,D
2019-W-FC-2019-WG-PO-BEL-ESP-01,F,4.0,D
2019-W-FC-2019-WG-PO-CZE-CAN-01,F,4.0,D
2019-W-FC-2019-WG-PO-LAT-GER-01,F,4.0,D
2019-W-FC-2019-WG-PO-USA-SUI-01,F,4.0,D
2021-2028,F,64.0,P
2021-2029,F,54.0,P
2021-2026,F,64.0,P
2021-2032,F,32.0,P
2021-2027,F,64.0,I
2021-2030,F,32.0,P
2021-1003,F,32.0,P
2021-2011,F,32.0,I
2021-718,F,64.0,P
2021-2002,F,32.0,I
2021-1039,F,32.0,I
2021-1086,F,32.0,P
2021-902,F,128.0,P
2021-894,F,32.0,I
2021-804,F,64.0,P
2021-2033,F,32.0,W
2021-2020,F,32.0,I
