fullname,hand,ioc,ht,sex
Alessandro Bega,R,ITA,,M
Katy Dunne,R,GBR,,F
Andrea Hlavackova,R,CZE,174,F
Lloyd Glasspool,U,GBR,,M
Alexander Ward,U,GBR,,M
Benjamin Bonzi,R,FRA,,M
Jing Jing Lu,R,CHN,,F
Jessica Pieri,U,ITA,,F
Mayo Hibi,R,JPN,,F
Barbara Haas,R,AUT,,F
Barbora Stefkova,R,CZE,,F
Alex Rybakov,U,USA,,M
Oriol Roca Batalla,R,ESP,,M
Jakub Paul,R,SUI,,M
Yann Marti,R,SUI,173,M
Evan Song,U,USA,,M
Antoine Escoffier,U,FRA,,M
Jared Hiltzik,U,USA,,M
Alexa Guarachi,U,USA,,F
Louisa Chirico,R,USA,,F
Vania King,R,USA,165,F
Brandon Nakashima,R,USA,,M
Lorenzo Giustino,R,ITA,,M
Collin Altamirano,R,USA,,M
Sebastian Korda,R,USA,196,M
Bojana Jovanovski,R,SRB,175,F
Gail Brodsky,R,USA,,F
Lina Gjorcheska,U,MKD,,F
Patty Schnyder,L,SUI,168,F
Jonathan Mridha,R,SWE,,M
Martin Cuevas,R,URU,,M
Evgenii Tiurnev,R,RUS,,M
Yecong He,U,CHN,,M
Vlada Koval,R,RUS,,F
Sofya Lansere,U,RUS,,F
Eri Hozumi,R,JPN,,F
Su Jeong Jang,R,KOR,,F
Jacqueline Cako,R,USA,,F
Olga Saez Larra,U,ESP,,F
Mari Osaka,U,JPN,,F
Tessah Andrianjafitrimo,R,FRA,,F
Andrea Gamiz,R,VEN,,F
Manon Arcangioli,U,FRA,,F
Xinyu Gao,U,CHN,,F
Meiling Wang,U,CHN,,F
Jia Jing Lu,R,CHN,,F
Xiaodi You,U,CHN,,F
Jia Qi Kang,R,CHN,,F
Beatrice Gumulya,R,INA,,F
Erika Sema,U,JPN,,F
Xinyu Jiang,U,CHN,,F
Yuxuan Zhang,R,CHN,,F
Ipek Soylu,R,TUR,,F
Varatchaya Wongteanchai,R,THA,,F
Ksenia Lykina,R,RUS,,F
Nicha Lertpitaksinchai,R,THA,,F
Viktoria Kamenskaya,R,RUS,,F
Sabrina Santamaria,R,USA,,F
Emina Bektas,U,USA,,F
Nudnida Luangnam,R,THA,,F
Haruka Kaji,R,JPN,,F
Katherine Sebov,U,CAN,,F
Alize Lim,R,FRA,,F
Peangtarn Plipuech,U,THA,,F
Junri Namigata,R,JPN,,F
Anna Morgina,R,RUS,,F
Ling Zhang,R,HKG,,F
Catalina Pella,R,ARG,,F
Madison Bourguignon,U,USA,,F
Guillermina Naya,U,ARG,,F
Naomi Totka,L,HUN,,F
Daniela Macarena Lopez,U,CHI,,F
Paula Baranano,U,ARG,,F
Martina Capurro Taborda,L,ARG,,F
Carla Lucero,R,ARG,,F
Kariann Pierre Louis,R,USA,,F
Victoria Ariadna Beccio,U,ARG,,F
Julieta Lara Estable,R,ARG,,F
Shelby Talcott,U,USA,,F
Jazmin Ortenzi,U,ARG,,F
Lara Escauriza,R,PAR,,F
Stephanie Mariel Petit,R,ARG,,F
Victoria Bosio,R,ARG,,F
Lourdes Ramalle,U,ARG,,F
Stephanie Nemtsova,R,USA,,F
Mara Schmidt,U,USA,,F
Camila Romero,U,ECU,,F
Quinn Gleason,R,USA,,F
Eugenia Ganga,U,ARG,,F
Nathaly Kurata,U,BRA,,F
Anfisa Danilchenko,R,RUS,,F
Andrea Agostina Farulla Di Palma,R,ARG,,F
Maria Lourdes Carle,U,ARG,,F
Ivania Martinich,U,CHI,,F
Emily Appleton,U,GBR,,F
Ana Geller,U,ARG,,F
Sofia Luini,R,ARG,,F
Lucia Zelenka,R,ARG,,F
Camila Giangreco Campiz,R,PAR,,F
Fernanda Brito,R,CHI,,F
Valentina Abrile,U,ARG,,F
Flavia Guimaraes Bueno,U,BRA,,F
Delfina Glorioso,U,ARG,,F
Maria Del Rosario Vazquez,U,ARG,,F
Melany Solange Krywoj,U,ARG,,F
Miyumi Milagros Saguchi,U,ARG,,F
Carolina Zeballos,U,ARG,,F
Candela Bugnon,U,ARG,,F
Thai Sa Grana Pedretti,U,BRA,,F
Melina Ferrero,R,ARG,,F
Barbara Gatica,U,CHI,,F
Freya Christie,U,GBR,,F
Jennifer Elie,R,USA,,F
Aleksandra Wozniak,R,CAN,175,F
Myrtille Georges,R,FRA,,F
Alexandra Stevenson,R,USA,,F
Elizaveta Kulichkova,R,RUS,,F
Kyoka Okamura,R,JPN,,F
Akiko Omae,R,JPN,,F
Abigail Tere Apisah,U,PNG,,F
Genevieve Lorbergs,U,AUS,,F
Georgia Brescia,R,ITA,,F
Ran Tian,R,CHN,,F
Catherine Harrison,U,USA,,F
Storm Sanders,L,AUS,,F
Ya Hsuan Lee,R,TPE,,F
Alison Bai,R,AUS,,F
Sherazad Reix,L,FRA,,F
Noppawan Lertcheewakarn,R,THA,,F
Natela Dzalamidze,R,RUS,,F
Monique Adamczak,R,AUS,,F
Tammi Patterson,R,AUS,,F
Alexandra Bozovic,U,AUS,,F
Seone Mendez,U,AUS,,F
Olivia Tjandramulia,R,AUS,,F
Masa Jovanovic,U,AUS,,F
Sally Peers,R,AUS,,F
Nagi Hanatani,U,JPN,,F
Jessica Moore,R,AUS,,F
Abbie Myers,R,AUS,,F
Marianna Zakarlyuk,R,UKR,,F
Mai Minokoshi,U,JPN,,F
Yuki Kristina Chiang,U,USA,,F
Renee McBryde,R,AUS,,F
Julia Wachaczyk,L,GER,,F
Lauren Albanese,R,USA,,F
Chihiro Muramatsu,U,JPN,,F
Vivian Heisen,U,GER,,F
Momoko Kobori,R,JPN,,F
Stefanie Tan,R,SIN,,F
Ramu Ueda,U,JPN,,F
Ellen Allgurin,R,SWE,,F
Yuuki Tanaka,L,JPN,,F
Gabriela Pantuckova,R,CZE,,F
Frances Altick,U,USA,,F
Karolina Novotna,R,CZE,,F
Anastasia Detiuc,U,MDA,,F
Sabina Machalova,R,CZE,,F
Anna Pribylova,R,RUS,,F
Samantha Harris,U,AUS,,F
Pia Konig,R,AUT,,F
Julia Rosenquist,R,SWE,,F
Jana Jablonovska,R,SVK,,F
Clothilde De Bernardi,R,FRA,,F
Nina Alibalic,U,CRO,,F
Arabella Koller,U,AUT,,F
Anastasia Grymalska,R,ITA,,F
Lea Boskovic,U,CRO,,F
Iva Primorac,U,CRO,,F
Magdalena Pantuckova,U,CZE,,F
Ana Biskic,U,CRO,,F
Aneta Kladivova,R,CZE,,F
Reka Luca Jani,R,HUN,,F
Daniela Vukovic,U,SUI,,F
Vendula Zovincova,R,CZE,,F
Manca Pislak,L,SLO,,F
Josie Kuhlman,R,USA,,F
Anna Bondar,R,HUN,,F
Nina Potocnik,R,SLO,,F
Priscilla Heise,R,FRA,,F
Luisa Stefani,U,BRA,,F
Axana Mareen,U,BEL,,F
Dana Kremer,R,GER,,F
Mirjam Bjorklund,U,SWE,,F
Ines Ibbou,R,ALG,,F
Victoria Smirnova,U,BEL,,F
Catherine Chantraine,U,BEL,,F
Monica Robinson,U,USA,,F
Dasha Ivanova,R,USA,,F
Eleonora Molinaro,U,LUX,,F
Michaela Boev,U,BEL,,F
Deborah Kerfs,R,BEL,,F
Leonie Kung,R,SUI,176,F
Mathilde Devits,U,BEL,,F
Marie Temin,R,FRA,,F
Alice Rame,U,FRA,,F
Eliessa Vanlangendonck,U,BEL,,F
Luna Meers,U,BEL,,F
Kelly Versteeg,U,NED,,F
Amanda Rodgers,L,USA,,F
Jade Lewis,R,NZL,,F
Lara Salden,U,BEL,,F
Dominique Karregat,R,NED,,F
Lisa Ponomar,R,GER,,F
Lisa Marie Maetschke,R,GER,,F
Monika Kilnarova,U,CZE,,F
Natalie Novotna,U,CZE,,F
Bojana Marinkovic,U,SRB,,F
Gaia Sanesi,U,ITA,,F
Emily Arbuthnott,U,GBR,,F
Meritxell Perera Ros,U,ESP,,F
Valeriya Strakhova,U,UKR,,F
Anastasia Frolova,R,RUS,,F
Ganna Poznikhirenko,R,UKR,,F
Albina Khabibulina,R,UZB,,F
Elyne Boeykens,U,BEL,,F
Michaela Honcova,R,SVK,,F
Aymet Uzcategui,U,VEN,,F
Nina Kruijer,U,NED,,F
Cindy Burger,R,NED,,F
Britt Geukens,R,BEL,,F
Stephanie Wagner,R,GER,,F
Julie Gervais,U,FRA,,F
Anette Munozova,R,SWE,,F
Chelsea Vanhoutte,U,BEL,,F
Margaux Bovy,U,BEL,,F
Francisca Jorge,U,POR,,F
Irina Cantos Siemers,L,GER,,F
Natalia Siedliska,U,POL,,F
Julyette Maria Josephine Steur,U,GER,,F
Sara Cakarevic,U,FRA,,F
Constance Sibille,R,FRA,,F
Emilia Dejonckheere,U,BEL,,F
Vanessa Pinto,R,GER,,F
Cristina Adamescu,R,ROU,,F
Magali Kempen,R,BEL,,F
Vinciane Remy,R,FRA,,F
Marie Benoit,L,BEL,,F
Anastasia Vdovenco,R,MDA,,F
Satsuki Takamura,U,JPN,,F
Katarina Jokic,U,BIH,,F
Tamara Curovic,R,SRB,,F
Berfu Cengiz,U,TUR,,F
Anda Karanusic,U,CRO,,F
Tijana Spasojevic,U,SRB,,F
Riya Bhatia,R,IND,,F
Kristina Schmiedlova,R,SVK,,F
Jelena Stojanovic,R,AUS,,F
Ani Vangelova,U,BUL,,F
Irina Fetecau,R,ROU,,F
Alexa Pirok,R,HUN,,F
Bianka Bekefi,R,HUN,,F
Elina Nepliy,R,RUS,,F
Margarita Skryabina,U,RUS,,F
Karin Kennel,R,SUI,,F
Vlada Zvereva,U,BLR,,F
Katyarina Paulenka,U,BLR,,F
Anna Ukolova,U,RUS,,F
Daria Lodikova,R,RUS,,F
Sofia Dmitrieva,U,RUS,,F
Iryna Shymanovich,R,BLR,,F
Kristina Sorokolet,U,RUS,,F
Valeriya Yushchenko,R,RUS,,F
Viktoriya Kanapatskaya,U,BLR,,F
Daria Kruzhkova,L,RUS,,F
Angelina Zhuravleva,U,RUS,,F
Karine Sarkisova,U,RUS,,F
Shalimar Talbi,U,BLR,,F
Sadafmoh Tolibova,U,BLR,,F
Anastasiya Fedoryshyn,U,UKR,,F
Yuliya Hatouka,U,BLR,,F
Valeriya Pogrebnyak,U,RUS,,F
Aleksandra Vostrikova,U,RUS,,F
Anna Kubareva,U,BLR,,F
Ilona Kremen,R,BLR,,F
Anhelina Kalita,U,BLR,,F
Anastasia Kulikova,U,RUS,,F
Nika Shytkouskaya,U,BLR,,F
Hanna Sokal,U,BLR,,F
Ulyana Ayzatulina,R,RUS,,F
Nadiya Kolb,R,UKR,,F
Aleksandra Efremova,U,BLR,,F
Tatiana Perebiynis,R,UKR,,F
Lara Michel,U,SUI,,F
Laura Pigossi,R,BRA,,F
Maria Teresa Torro Flor,R,ESP,173,F
Gabriela Ce,L,BRA,,F
Montserrat Gonzalez,R,PAR,,F
Carolina Meligeni Rodrigues Alves,U,BRA,,F
Eduarda Piai,R,BRA,,F
Amanda Carreras,R,GBR,,F
Vanda Lukacs,U,HUN,,F
Teliana Pereira,R,BRA,,F
Paula Cristina Goncalves,R,BRA,,F
Ana Luiza Cruz,U,BRA,,F
Rafaela Rodrigues Dos Santos,U,BRA,,F
Giovanna Tomita,R,BRA,,F
Libby Muma,U,USA,,F
Zoe Kruger,U,RSA,,F
Andressa Cristina Souza,R,BRA,,F
Ingrid Gamarra Martins,U,BRA,,F
Raquel Martini,R,BRA,,F
Andrea Renee Villarreal,U,MEX,,F
Akilah James,U,GRN,,F
Rebeca Pereira,R,BRA,,F
Erika Drozd Pereira,U,BRA,,F
Alessandra Mecchi De Oliveira Silva,U,BRA,,F
Roosh Wijesundera,U,USA,,F
Dolores Molina Portela,U,ARG,,F
Julia Konishi Camargo Silva,U,BRA,,F
Namie Isago,U,BRA,,F
Juliana Silva De Carvalho,R,BRA,,F
Nathalia Wolf Gasparin,R,BRA,,F
Alexandra Ferreira Da Silva,U,BRA,,F
Maria Jazmin Amicuzi,U,ARG,,F
Ylona Georgiana Ghioroaie,U,ROU,,F
Oana Georgeta Simion,U,ROU,,F
Jaqueline Adina Cristian,R,ROU,180,F
Raluca Georgiana Serban,R,ROU,,F
Anastasiya Komardina,L,RUS,,F
Julia Terziyska,R,BUL,,F
Gabriela Duca,U,ROU,,F
Cagla Buyukakcay,R,TUR,172,F
Gabriela Nicole Tatarus,U,ROU,,F
Jacquline Nylander Altelius,U,SWE,,F
Hulya Esen,U,TUR,,F
Petia Arshinkova,U,BUL,,F
Maia Lumsden,R,GBR,,F
Gergana Topalova,U,BUL,,F
Miriam Bianca Bulgaru,R,ROU,,F
Melody Todorova,U,BUL,,F
Ioana Gaspar,R,ROU,,F
Julia Stamatova,L,BUL,,F
Gabriela Horackova,R,CZE,,F
Dia Evtimova,R,BUL,,F
Gebriela Mihaylova,U,BUL,,F
Lea Tholey,L,FRA,,F
Elina Vikhryanova,U,RUS,,F
Rio Kitagawa,U,JPN,,F
Basak Akbas,R,TUR,,F
Aleksandra Karamanoleva,R,BUL,,F
Ekaterina Yashina,R,RUS,,F
Doga Selen Takunyaci,R,TUR,,F
Daniella Dimitrova,U,BUL,,F
Patricia Maria Tig,R,ROU,,F
Marcela Zacarias,R,MEX,,F
Nicole Hoynaski,U,AUS,,F
Alexa Graham,R,USA,,F
Michika Ozeki,U,JPN,,F
Meghan Kelley,U,USA,,F
Rosie Johanson,R,CAN,,F
Jessica Ho,U,USA,,F
Mihoki Miyahara,U,JPN,,F
Kana Daniel,U,JPN,,F
Charlotte Petrick,R,CAN,,F
Daniella Silva,R,CAN,,F
Wendy Qi Wen Zhang,U,CAN,,F
Lorraine M Guillermo,R,USA,,F
Tori Kinard,U,USA,,F
Ronit Yurovsky,U,USA,,F
Alexandra Mueller,R,USA,,F
Kimberley Zimmermann,R,BEL,,F
Tamaryn Hendler,R,BEL,,F
Greta Arn,R,HUN,,F
Elena Bovina,R,RUS,189,F
Carson Branstine,R,USA,,F
Sarah Rebecca Sekulic,L,GER,,F
Chanelle Van Nguyen,U,USA,,F
An Sophie Mestach,R,BEL,,F
Chloe Paquet,R,FRA,,F
Tara Moore,R,GBR,,F
Maria Sanchez,R,USA,,F
Charlotte Robillard Millette,L,CAN,,F
Julia Elbaba,U,USA,,F
Maria Mateas,U,USA,,F
Leylah Annie Fernandez,L,CAN,,F
Chi Chi Scholl,R,USA,,F
Alexa Ryngler,U,USA,,F
Anastasia Pivovarova,R,RUS,,F
Noelia Zeballos,U,BOL,,F
Maria Fernanda Herazo Gonzalez,L,COL,,F
Maria Gutierrez Carrasco,U,ESP,,F
Chang Liu,U,CHN,,F
Zhou Mingjun,U,CHN,,F
Ayaka Okuno,R,JPN,,F
Hao Chen Tang,R,CHN,,F
Jia Ren,U,CHN,,F
Hanyu Guo,R,CHN,,F
Jiahui Chen,U,CHN,,F
Ziyue Sun,U,CHN,,F
Yukun Zhang,R,CHN,,F
Fang Ying Xun,U,CHN,,F
Qiu Yu Ye,R,CHN,,F
Shanshan Guo,U,CHN,,F
Ying Zhang,U,CHN,,F
Olga Puchkova,U,RUS,,F
Xu Liu Sun,U,CHN,,F
Shuo Feng,U,CHN,,F
Isabelle Boulais,U,CAN,,F
Jiaxi Lu,U,CHN,,F
Yanni Liu,U,CHN,,F
Ran Meng,U,CHN,,F
Kai Chen Chang,R,TPE,167,F
Dalma Galfi,U,HUN,,F
Amra Sadikovic,R,SUI,,F
Akgul Amanmuradova,R,UZB,,F
Ao Gai,U,CHN,,F
Zhaoxuan Yang,R,CHN,,F
Miyu Kato,R,JPN,,F
Siqi Cao,U,CHN,,F
Miyabi Inoue,R,JPN,,F
Qianhui Tang,R,CHN,,F
Mana Ayukawa,R,JPN,,F
Yixuan Li,U,CHN,,F
Ana Veselinovic,L,SRB,,F
Wanyuanyun Jin,U,CHN,,F
Chengyiyi Yuan,U,CHN,,F
Tingting Pei,U,CHN,,F
Ching Wen Hsu,R,TPE,,F
Di Zhao,U,CHN,,F
Meiting Liu,U,CHN,,F
Xiaoxi Zhao,R,CHN,,F
Wushuang Zheng,U,CHN,,F
Sofia Shapatava,R,GEO,,F
Zhuoma Ni Ma,U,CHN,,F
Jiatian Qi,U,CHN,,F
Jiangxue Han,U,CHN,,F
Mi Zhuoma You,R,CHN,,F
Suzy Larkin,R,GBR,,F
Zhanlan Wei,U,CHN,,F
Rishika Sunkara,R,IND,,F
Yu Shan,U,CHN,,F
Jiaxue Zang,U,CHN,,F
Shou Na Mu,U,CHN,,F
Reina Takahashi,U,JPN,,F
Ye Xin Ma,U,CHN,,F
Eudice Wong Chong,U,HKG,,F
Kotomi Takahata,L,JPN,,F
Sai Samhitha Chamarthi,R,IND,,F
Lingwei Kong,U,CHN,,F
Katherine Ip,R,HKG,,F
Siyu Chen,U,CHN,,F
Jiaying He,L,CHN,,F
Dan Ni Wang,R,CHN,,F
Chihiro Takayama,R,JPN,,F
Riko Sawayanagi,R,JPN,,F
Karman Thandi,U,IND,,F
Olesya Pervushina,R,RUS,,F
Anastasia Gasanova,U,RUS,,F
Laura Robson,L,GBR,180,F
Lidziya Marozava,R,BLR,,F
Shiho Akita,R,JPN,,F
Manuela Hernandez,U,COL,,F
Mariana Correa,R,ECU,,F
Maria Jose Portillo Ramirez,R,MEX,,F
Anastasia Evgenyevna Nefedova,R,RUS,,F
Sofia Munera Sanchez,U,COL,,F
Kerrie Cartwright,R,BAH,,F
Kirsten Andrea Weedon,U,GUA,,F
Maria Paulina Perez Garcia,R,COL,,F
Paula Andrea Perez Garcia,R,COL,,F
Anna Mamalat,U,USA,,F
Mary Closs,U,USA,,F
Melisa Morales,R,GUA,,F
Maria Camila Osorio Serrano,R,COL,162,F
Marta Lesniak,R,POL,,F
Sandra Jamrichova,U,SVK,,F
Lenka Jurikova,R,SVK,,F
Elba Kasum,U,AUT,,F
Gabriela Van De Graaf,U,NED,,F
Ani Mijacika,R,CRO,,F
Anastasiya Vasylyeva,L,UKR,,F
Katerina Vankova,L,CZE,,F
Tayisiya Morderger,L,GER,,F
Anastasia Zarytska,U,UKR,,F
Laura Ioana Andrei,R,ROU,,F
Chantal Skamlova,R,SVK,,F
Petra Krejsova,R,CZE,,F
Melanie Stokke,R,NOR,,F
Yana Morderger,R,GER,,F
Yulia Kulikova,U,RUS,,F
Miriam Kolodziejova,R,CZE,,F
Nicole Gadient,U,SUI,,F
Diana Sumova,U,CZE,,F
Petra Januskova,R,CAN,,F
Nicole Rottmann,U,AUT,,F
Denisa Hindova,U,CZE,,F
Aneta Laboutkova,U,CZE,,F
Tereza Prochazkova,U,CZE,,F
Anna Slovakova,L,CZE,,F
Anastasia Pribylova,U,RUS,,F
Kristyna Hrabalova,U,CZE,,F
Maria Marfutina,U,RUS,,F
Victoria Muntean,U,FRA,,F
Jesika Maleckova,R,CZE,,F
Laura Svatikova,R,SVK,,F
Barbora Miklova,R,CZE,,F
Laura Schaeder,R,GER,,F
Karen Barbat,R,DEN,,F
Ulrikke Eikeri,U,NOR,,F
Johana Markova,U,CZE,,F
Camilla Rosatello,R,ITA,,F
Nikola Tomanova,R,CZE,,F
Yuliya Lysa,L,UKR,,F
Veronika Vlkovska,U,CZE,,F
Nastja Kolar,R,SLO,,F
Sofiya Kovalets,R,UKR,,F
Natalie Proese,R,GER,,F
Pernilla Mendesova,R,CZE,,F
Lena Ruppert,U,GER,,F
Daniela Vismane,U,LAT,,F
Barbara Kotelesova,U,SVK,,F
Linda Sevcikova,U,CZE,,F
Katerina Krizova,R,CZE,,F
Tereza Mihalikova,R,SVK,,F
Eden Silva,R,GBR,,F
Lena Rueffer,U,GER,,F
Emilie Francati,U,DEN,,F
Arlinda Rushiti,U,SUI,,F
Lucia Bronzetti,R,ITA,,F
Dagmar Dudlakova,R,CZE,,F
Joanna Zawadzka,U,POL,,F
Tereza Jankovska,L,CZE,,F
Vanesa Nikolovova,R,CZE,,F
Kristina Milenkovic,R,SUI,,F
Alona Fomina,R,UKR,,F
Susan Bandecchi,U,SUI,,F
Alice Matteucci,R,ITA,,F
Dominique Schaefer,R,PER,,F
Yusleydis Smith Dias,U,CUB,,F
Nika Kukharchuk,U,RUS,,F
Juliana Valero,R,COL,,F
Sofia Sewing,R,USA,,F
Warona Mdlulwa,U,RSA,,F
Isabela Barona Estrada,U,ECU,,F
Manuela Gomez Estrada,R,ECU,,F
Kelly Williford,L,USA,,F
Andrina Peer,R,SUI,,F
Agustina Chlpac,U,ARG,,F
Yolande Leacock,R,TRI,,F
Chiara Frapolli,R,SUI,,F
Cristina Ene,R,ROU,,F
Kerstin Peckl,U,AUT,,F
Farah Yasser Abd El Wahab,U,EGY,,F
Helene Scholsen,R,BEL,,F
Sofia Nami Samavati,U,DEN,,F
Carlota Molina Megias,R,ESP,,F
Fatma Al Nabhani,R,OMA,,F
Marian Jade Capadocia,R,PHI,,F
Sandra Samir,R,EGY,,F
Natasha Palha,U,IND,,F
Anastasia Sukhotina,L,RUS,,F
Valeria Prosperi,U,ITA,,F
Marlies Szupper,U,AUT,,F
Szabina Szlavikovics,R,HUN,,F
Valeriya Denisenko,U,RUS,,F
Tomoko Dokei,U,JPN,,F
Natalia Orlova,R,RUS,,F
Barbara Bonic,R,SRB,,F
Linnea Malmqvist,U,SWE,,F
Polina Golubovskaya,R,RUS,,F
Brenda Njuki,R,SWE,,F
Sofya Golubovskaya,R,RUS,,F
Shiho Hisamatsu,R,JPN,,F
Ioana Diana Pietroiu,L,ROU,,F
Nuria Parrizas Diaz,R,ESP,,F
Paulina Czarnik,R,POL,,F
Ekaterina Klyueva,R,KAZ,,F
Emily Webley Smith,R,GBR,,F
Elena Bogdan,L,ROU,,F
Akiho Kakuya,U,JPN,,F
Ana Vrljic,R,CRO,,F
Cindy Castille,U,FRA,,F
Valeria Bhunu,U,ZIM,,F
Estelle Cascino,R,FRA,,F
Kyra Shroff,R,IND,,F
Veronika Kapshay,U,UKR,,F
Elena Teodora Cadar,L,ROU,,F
Manisha Foster,U,GBR,,F
Caroline Romeo,U,FRA,,F
Katharina Lehnert,R,GER,,F
Yana Sizikova,R,RUS,,F
Clemence Fayol,R,FRA,,F
Kassandra Davesne,U,FRA,,F
Jodie Anna Burrage,R,GBR,,F
Lou Brouleau,R,FRA,,F
Elixane Lechemia,L,FRA,,F
Yulia Starodubtsewa,U,UKR,,F
Olga Doroshina,L,RUS,,F
Melanie Klaffner,R,AUT,,F
Ola Abou Zekry,R,EGY,,F
Gozal Ainitdinova,U,KAZ,,F
Ho Ching Wu,R,HKG,,F
Anastasia Chikalkina,U,RUS,,F
Ramya Natarajan,U,IND,,F
Lavinia Tananta,R,INA,,F
Kajsa Rinaldo Persson,U,SWE,,F
Lucrezia Stefanini,U,ITA,,F
Amelie Intert,U,GER,,F
Maileen Nuudi,R,EST,,F
Zeel Desai,R,IND,,F
Mai El Kamash,R,EGY,,F
Lamis Alhussein Abdel Aziz,U,EGY,,F
Despina Papamichail,R,GRE,,F
Anhzelika Isaeva,R,RUS,,F
Sowjanya Bavisetti,L,IND,,F
Dalila Said,R,EGY,,F
Anna Ureke,U,RUS,,F
Molly Helgesson,U,SWE,,F
Iveta Daujotaite,U,LTU,,F
Sasa Klanecek,U,SLO,,F
Pranjala Yadlapalli,R,IND,,F
Francesca Sella,R,ITA,,F
Linda Prenkovic,R,GER,,F
Pauline Courcoux,U,FRA,,F
Diana Maria Mihail,R,ROU,,F
Giada Clerici,U,ITA,,F
Anastasia Bursa,U,RUS,,F
Kanika Vaidya,R,IND,,F
Sitara Prabhu,R,IND,,F
Ana Bianca Mihaila,U,ROU,,F
Jacqueline Cabaj Awad,U,SWE,,F
Verena Hofer,U,ITA,,F
Jennifer Timotin,U,IRL,,F
Ella Husrefovic,U,AUS,,F
Alexandra Walters,R,AUS,,F
Emily Fanning,U,NZL,,F
Rutuja Bhosale,R,IND,,F
Mayar Sherif,R,EGY,180,F
Eva Siskova,R,USA,,F
Elyse Lavender,U,USA,,F
Federica Prati,U,ITA,,F
Snehal Mane,U,IND,,F
Jasmin Jebawy,U,GER,,F
Pei Hsuan Chen,U,TPE,,F
Eleni Kordolaimi,R,GRE,,F
Ekaterina Ovcharenko,R,RUS,,F
Fang Hsien Wu,U,TPE,,F
Valentina Lia,U,ITA,,F
Andreina Pino,U,ITA,,F
Nermeen Shawky,R,EGY,,F
Andreia Beberechi,U,ROU,,F
Milana Zhabrailova,U,RUS,,F
Claudia Franze,R,ITA,,F
Akiko Okuda,U,USA,,F
Ina Kaufinger,U,GER,,F
Victoria Kan,R,RUS,,F
Diana Shevchenko,U,RUS,,F
Angelique Svinos,U,AUS,,F
Emma Lene,U,FRA,,F
Aida Kalimullina,U,RUS,,F
Martina Colmegna,R,ITA,,F
Yu Ting Hsieh,R,TPE,,F
Pei Chi Lee,U,TPE,,F
Paulina Jastrzebska,U,POL,,F
Celine Fritsch,R,GER,,F
Chiraz Bechri,U,TUN,,F
Viktoriya Petrenko,R,UKR,,F
Nina Stadler,U,SUI,,F
Suzan Lamens,U,NED,,F
Valeriya Zeleva,R,RUS,,F
Caroline Ilowska,R,AUT,,F
Maria Patrascu,L,CAN,,F
Anastasiya Shoshyna,U,UKR,,F
Nadia Echeverria Alam,R,USA,,F
Sophie Muntean,U,FRA,,F
Alise Cernecka,U,LAT,,F
Jule Niemeier,R,GER,178,F
Alexandra Riley,U,USA,,F
Camilla Abbate,U,ITA,,F
Adriana Sosnovschi,R,MDA,,F
Claudia Williams,U,NZL,,F
Klaudia Wira,U,POL,,F
Arina Gabriela Vasilescu,U,ROU,,F
Romy Koelzer,U,GER,,F
Kumi So,U,JPN,,F
Karolina Kubanova,U,CZE,,F
Aldila Sutjiadi,R,INA,,F
Se Hyun Kim,U,KOR,,F
Sang Hee Park,U,KOR,,F
Dalila Spiteri,U,ITA,,F
Tamachan Momkoonthod,U,THA,,F
Tiffany William,R,GBR,,F
Minami Akiyama,U,JPN,,F
Haine Ogata,R,JPN,,F
Anastasiya Klymenko,R,UKR,,F
Julia Vulpio,L,FRA,,F
Viktoria Morvayova,U,SVK,,F
Mariana Drazic,R,CRO,,F
Verena Meliss,U,ITA,,F
Andreea Amalia Rosca,R,ROU,,F
Fanny Ostlund,R,SWE,,F
Lauren Embree,R,USA,,F
Julia Payola,U,ESP,,F
Marina Bassols Ribera,U,ESP,,F
Claudia Hoste Ferrer,U,ESP,,F
Guiomar Maristany Zuleta De Reales,U,ESP,,F
Josephine Boualem,U,ESP,,F
Andrea Ka,R,FRA,,F
Noelia Bouzo Zanotti,R,ESP,,F
Irene Burillo Escorihuela,U,ESP,,F
Alicia Herrero Linana,R,ESP,,F
Daiana Negreanu,U,ROU,,F
Jaeda Daniel,U,USA,,F
Ivonne Cavalle Reimers,R,ESP,,F
Lucia Cervera Vazquez,R,ESP,,F
Katharina Gerlach,R,GER,,F
Eva Guerrero Alvarez,U,ESP,,F
Charlotte Roemer,R,ECU,,F
Tatiana Pieri,U,ITA,,F
Astrid Wanja Brune Olsen,U,NOR,,F
Snehadevi S Reddy,R,IND,,F
Estrella Cabeza Candela,R,ESP,,F
Aleksandrina Naydenova,R,BUL,,F
Dejana Radanovic,U,SRB,,F
Tess Sugnaux,R,SUI,,F
Cristina Mayorova Bakhtina,U,ESP,,F
Marta Huqi Gonzalez Encinas,U,ESP,,F
Rocio De La Torre Sanchez,U,ESP,,F
Pauline Payet,R,FRA,,F
Rosa Vicens Mas,U,ESP,,F
Marta Garcia Gausi,U,ESP,,F
Vlada Ekshibarova,R,UZB,,F
Marta Paigina,U,RUS,,F
Usue Maitane Arconada,R,USA,,F
Lucia De La Puerta Uribe,R,ESP,,F
Helene Pellicano,U,MLT,,F
Maria Masini,R,ITA,,F
Maria Jose Luque Moreno,U,ESP,,F
Sinead Lohan,U,IRL,,F
Olga Parres Azcoitia,U,ESP,,F
Lian Tran,R,NED,,F
