fullname,hand,ioc,ht,sex
Martin Barbier,U,FRA,,M
Michael Grant Gd13,U,USA,,M
Alexandre Belmonte,U,FRA,,M
Wilhem Labrador,L,FRA,,M
Aurelien Marne,U,FRA,,M
Jose Rene Mejia,U,COL,,M
Daniel Garza,R,MEX,,M
Bruno Pessoa,U,BRA,,M
Felipe Galvao,U,BRA,,M
Joao Pedro Alcantara,U,BRA,,M
Osni Junior,U,BRA,,M
Gabriel Vallim,L,BRA,,M
Marcelo Tebet Filho,R,BRA,,M
Eduardo Russi,R,BRA,,M
Giovane Bueres,U,BRA,,M
Rafael Camilo,U,BRA,,M
Nate Eazor,U,USA,,M
Tomas Charlos,U,GER,,M
Andre Sa,R,BRA,185,M
Vincent Thierry Schneider,R,GER,,M
Allan Gomes Oliveira,R,BRA,,M
Antonioni Fasano,U,BRA,,M
Mateus Alves,R,BRA,,M
Yuri Andrade,U,BRA,,M
Americo Lanzoni,R,BRA,,M
Asdrubal Gobernate,U,BRA,,M
Jun Nan Tao,R,CHN,,M
Mateo Vereau Melendez,U,PER,,M
Sergio Monges,U,PER,,M
Javier Rodriguez,U,MEX,,M
Lucian Gheorghe,R,ROU,,M
Valentin Vanta,U,ROU,,M
Johann Willems,L,GER,,M
Christian Voinea,U,ROU,,M
Victor Mugurel Anagnastopol,R,ROU,,M
Jocelyn Devilliers,R,FRA,,M
Clement Dorsemaine,R,FRA,,M
Luciano Agustin Fisicaro,U,ARG,,M
Quentin Folliot,U,FRA,,M
Jeremias Rocco,U,ARG,,M
Matic Spec,U,SLO,,M
Grega Boh,U,SLO,,M
Klemen Nikolas,R,SLO,,M
William Flavell,U,GBR,,M
Adam Bronka,U,AUS,,M
Jan Zednik,R,CZE,,M
Yvo Panak,R,CZE,,M
David Simunek,U,CZE,,M
Bjarne Mannheims,U,GER,,M
Jens Janssen,U,GER,,M
Niklas Schell,R,GER,,M
Marvin Greven,R,GER,,M
Aliaksandr Prudnikau,U,BLR,,M
Ulysse Bertrand,U,FRA,,M
Edgar Jeanmougin,U,FRA,,M
Luc Fomba,U,FRA,,M
Patrick Rynsaardt,R,AUS,,M
Paul Kramberger,U,AUS,,M
Mustafa Ibraimi,U,AUS,,M
Chanchai Sookton Eng,U,AUS,,M
Anderson Reed,R,USA,,M
Joshua Charlton,U,AUS,,M
Harrison Lombe,U,AUS,,M
Jarmere Jenkins,R,USA,,M
Savino Lapalombella,U,ITA,,M
Giuseppe Tresca,,ITA,,M
Andrea Grazioso,R,ITA,,M
Andres Gabriel Ciurletti,U,ARG,,M
Aditya Deswal,L,IND,,M
Arpit Sharma,R,IND,,M
Neishit Vakil,R,IND,,M
Garvit Batra,R,IND,,M
Garry Tokas,R,IND,,M
Tushar Liberhan,R,IND,,M
Mohit Mayur Jayaprakash,R,IND,,M
Adil Kalyanpur,R,IND,,M
Fabian Lara,U,MEX,,M
Rodrigo Chavez,U,MEX,,M
Adrian Fernandez,R,MEX,,M
Juan Jose Priego Carrilo,R,MEX,,M
Alexandr Kushakov,R,UKR,,M
Long Chen,U,CHN,,M
Mikolaj Borkowski,R,POL,,M
Joseph Huber,R,AUT,,M
Hangyeom Kim,U,KOR,,M
Ivan Goluza,U,AUS,,M
Sukhee Ann,U,KOR,,M
Scott Dawson,R,AUS,,M
Donggeun Oh,U,KOR,,M
Jae Min Seol,U,KOR,,M
Uisung Park,R,KOR,,M
Lorenzo Di Maro,U,ITA,,M
Giovanni Oradini,U,ITA,,M
Michele Longo,U,ITA,,M
Igor Rossi,U,ITA,,M
Filippo Moggian,,ITA,,M
Giovanni Orsoni,U,ITA,,M
Filippo Piranomonte,U,ITF,,M
Driss Lbahy,U,MAR,,M
Ayoub Chakrouni,U,MAR,,M
Anas Chakrouni,U,MAR,,M
Khalid Allouch,R,MAR,,M
Mehdi Jdi,R,MAR,,M
Keisuke Numajiri,R,JPN,,M
Ang Ji,U,CHN,,M
Marco Bergagnin,U,ITA,,M
Gianluca Quinzi,L,ITA,,M
Alessandro Ragazzi,U,ITA,,M
Luca Serena,R,ITA,,M
Dominik Recek,U,CZE,,M
Michal Bisko,U,CZE,,M
Lukas Vejvara,U,CZE,,M
S Mert Ozdemir,U,TUR,,M
Gokberk Ergeneman,U,TUR,,M
Mustafa Erdogan,U,TUR,,M
Barkin Yalcinkale,U,TUR,,M
Ettore Capello,L,ITA,,M
Marco Pivotto,U,ITA,,M
Mohamed Khamlich,U,MAR,,M
Mohamed Belcora,U,MAR,,M
Amine Chadli,U,MAR,,M
Marouane Wasfy,R,MAR,,M
Mohamed Nazim Saber,R,MAR,,M
Nizar Belmati,R,MAR,,M
Anurag Nenwani,R,IND,,M
Luca Mainetti,U,ITA,,M
Mateusz Kowalczyk,R,POL,193,M
Marco Facconi,U,ITA,,M
Stefan Norodom,U,AUS,,M
Armando Gandini,R,DOM,,M
Omar Ferreras,U,DOM,,M
Emilio Andrea Segarelli,L,USA,,M
Jesus Francisco Felix,U,DOM,,M
Themi Sitzoukis,U,AUS,,M
Scott Browne,L,AUS,,M
Daniel Groom,U,AUS,,M
Blazo N Djurovic,U,AUS,,M
Marko Jovanovic,R,AUS,,M
Mario Matejcek,U,AUS,,M
Kamil Gajewski,R,POL,,M
Iancu Lustinian Ghinda,U,CAN,,M
Adrian Sikora,U,SVK,,M
Edan Bakshi,R,ISR,,M
Yannai Barkai,U,ISR,,M
Ram Kapach,U,ISR,,M
Motvey Radionov,U,ISR,,M
Alon Elia,U,ISR,,M
Daniel Tamir,U,ISR,,M
Orel Ovil,R,ISR,,M
Tal Goldengoren,U,ISR,,M
Enrico Fioravante,R,ITA,,M
Elio Ramaglia,U,ITA,,M
Pietro Manola,U,ITA,,M
Eros Siringo,U,ITA,,M
Edoardo Lavagno,L,ITA,,M
Yeongseok Jeong,R,KOR,,M
Ho Gi Kang,U,KOR,,M
Rui Machado,R,POR,178,M
Matthew Chadwick,R,GBR,,M
Keelan Oakley,R,GBR,,M
Lewis Denton,R,GBR,,M
Max Benaim,U,GBR,,M
Fedor Chervyakov,R,RUS,,M
Mikhail Galyamov,U,RUS,,M
Artur Shakhnubaryan,U,RUS,,M
Ivan Davydov,R,RUS,,M
Maxim Geraskin,U,RUS,,M
Ivan Korol,U,RUS,,M
Suren Vartanyan,U,RUS,,M
Ivan Bryusov,U,RUS,,M
Anton Chekhov,R,RUS,,M
Michael Morphy,U,GBR,,M
Louis Newman,R,GBR,,M
Tyler Mercier,R,USA,,M
Felipe Martinez Sarrasague,U,ARG,,M
Michael Ogden,,USA,,M
Igor Saveljic,R,MNE,,M
Robert Levine,U,USA,,M
Thomas Pura,U,USA,,M
Robbie Mudge,U,USA,,M
Ivan Saveljic,R,MNE,,M
Catalin Mateas,U,USA,,M
Georgyi Malyshev,U,RUS,,M
Nicholas Horton,R,AUS,,M
Nick Stachowiak,U,USA,,M
Alex Kobelt,U,USA,,M
Trey Yates,U,USA,,M
Stefan Skadarka,L,AUS,,M
Stefan Frljanic,R,CAN,,M
Ku Keon Kang,R,KOR,,M
Cong Tien Le,U,VIE,,M
Stefan Vujic,R,AUS,,M
Dac Tien Nguyen,,VIE,,M
Thanh Trung Hoang,R,VIE,,M
Alec Adamson,U,USA,,M
Farzin Danny Amiri,U,USA,,M
Max Colorado,R,USA,183,M
Thibault Venturino,U,FRA,,M
Evaldo Neto,U,BRA,,M
Courtney John Lock,R,ZIM,,M
Richard Solberg,R,SWE,,M
Brian Battistone,R,USA,190,M
Ruben Alberts,U,RSA,,M
Jakob Amilon,U,SWE,,M
Eduardo Lacalle,U,CHI,,M
Nicolas Bruna,U,CHI,,M
Marin Dumitru,U,AUS,,M
Gonzalo Urruticoechea,U,CHI,,M
Carlos Jose Cuevas,U,CHI,,M
Manfred Brandes,U,MEX,,M
Guillermo Alejandro Arrambide Herrera,U,MEX,,M
Zhu Guo,U,CHN,,M
Tian Xiang Hui,U,CHN,,M
Shun Tian Shi,U,CHN,,M
Ze Gong,U,CHN,,M
Franco Feitt,R,ARG,,M
Andrew Ely,U,USA,,M
Lucas Koelle,R,BRA,,M
Ricardo Alban,U,ECU,,M
Facundo Jofre,U,ARG,,M
Emilio Bowen,U,ECU,,M
Carlos Andres Carrera Hidalgo,R,ECU,,M
Gabriel Andres Yaguar Espinoza,U,ECU,,M
Victor Hugo Nunez Mendoza,R,ECU,,M
Kevin Kylar,R,CAN,,M
Kody Pearson,U,AUS,,M
Adam Walton,U,AUS,,M
Benard Bruno Nkomba,R,AUS,,M
Federico Moreno,U,ARG,,M
Federico Nicolas Bertucci,U,ARG,,M
Luis Mauricio Bonilla,U,DOM,,M
Agustin Suarez Gonzalez,U,ARG,,M
Juan Pablo Becker,U,ARG,,M
Takuya Komura,U,JPN,,M
Kento Tagashira,U,JPN,,M
Ren Nakamura,R,JPN,,M
Daiki Kato,U,JPN,,M
Ignacio German Dagostino Herrera,U,ARG,,M
Juan Martin,U,ARG,,M
Dmytro Badanov,U,UKR,,M
Natthasith Kunsuwan,U,THA,,M
David Rice,R,GBR,,M
Teeradon Tortrakul,U,THA,,M
Jatuporn Nalamphun,U,THA,,M
Jirayu Limpathum,U,THA,,M
Manuel Barros,R,ARG,,M
Luciano Doria,U,ARG,,M
Brian Orradre,L,ARG,,M
Julian Busch,R,ARG,,M
Leander Lazaro,R,PHI,,M
Fritz Verdad,U,PHI,,M
Patrick Tierro,U,PHI,,M
Xiao Gong,U,CHN,,M
Christian Oliveira,U,BRA,,M
Joao Luiz Carvalho,U,BRA,,M
Felipe Lima,U,BRA,,M
Enzo Kohn,U,BRA,,M
Lucas Lobao,U,BRA,,M
Juan Ignacio Batalla Diez,L,MEX,,M
Fernando Cabrera,R,MEX,,M
Robert Lindstedt,R,SWE,190,M
Filip Malbasic,U,SWE,,M
Daniel Windahl,R,SWE,,M
Yi Feng Li,U,CHN,,M
Francesco Faggella,U,ITA,,M
Patcharapol Kawin,U,THA,,M
Werapath Sirijariyaporn,U,THA,,M
Guillaume Mackenzie,U,FRA,,M
Roberto Affonso Neto,R,ITA,,M
Sherif Sabry,U,EGY,,M
Niklas Johansson,U,SWE,,M
Daniel Svensson,R,SWE,,M
Shane Nicholls,R,CAN,,M
Zhao Cai,R,CHN,,M
John Paul Fruttero,R,USA,185,M
Changwei Peng,U,CHN,,M
Karunuday Singh,R,IND,,M
Zi Yang Cai,U,CHN,,M
Honghan Wang,U,CHN,,M
Yang Liu,U,CHN,,M
Dan Martin,U,CAN,,M
Edward Nguyen,R,CAN,,M
Aleksei Khomich,U,BLR,,M
Giacomo Miccini,R,ITA,,M
Federico Bertuccioli,U,ITA,,M
Enrico Dos Santos Lima,U,BRA,,M
Lucas Agra,U,BRA,,M
Levente Godry,R,HUN,,M
Jonathan Bejar,U,AUS,,M
David Barclay,R,AUS,,M
Arjun Mehrotra,U,AUS,,M
Jarred Wynan,U,AUS,,M
Sultan Narbekov,U,KAZ,,M
Riley H Reist,U,USA,,M
William Bushamuka,R,COD,,M
Matthew Mendez,U,USA,,M
Fares Ghasya,U,LBA,,M
Manuel Ribeca,U,ITA,,M
Stefano Baldoni,U,ITA,,M
Giulio Giulioli,U,ITA,,M
Michal Pazicky,R,SVK,,M
Peter Samosi,U,SVK,,M
Petar Conkic,U,SRB,,M
Nenad Vladusic,L,SRB,,M
Tomas Vyrostko,R,SVK,,M
Daniel Bennett,U,GBR,,M
Lorenzo Corioni,U,ITA,,M
Torben Otto,U,GER,,M
Boris Nicola Bakalov,L,BUL,,M
Rong Ma,,CHN,,M
Kento Tanaka Tamaki,L,USA,,M
Jakub Hadrava,R,CZE,,M
Keanu Ellen,U,USA,,M
Jean Yves Aubone,R,USA,180,M
Wei Yu Su,R,TPE,,M
Thibaud Berland,U,FRA,,M
Jaume Martinez Vich,U,ESP,,M
Beck Pennington,R,USA,,M
Jeremy Efferding,U,USA,,M
Alexander Gornet,U,USA,,M
Ralph Regus,L,GER,,M
Marcus Mansson,U,SWE,,M
Naru Shirafuji,U,JPN,,M
Toru Horie,R,JPN,,M
Mauricio Rivera Caballero,R,MEX,,M
Andrey Yakovlev,R,RUS,,M
Ricardo David Mayagoitia,R,MEX,,M
Aaro Pollanen,R,FIN,,M
Joel Popov,U,FIN,,M
Patrick Kaukovalta,U,FIN,,M
Jordan Parker,U,GBR,,M
Sameer Kumar,U,USA,,M
Barlaham Zuluaga Gaviria,R,COL,,M
Andres Ariel Fernandez Lopez,R,ARG,,M
Charles Force,U,USA,,M
Krisjanis Stabins,U,LAT,,M
Marcin Matkowski,R,POL,188,M
Charly Zick,U,GER,,M
Jason Jeremy Hildebrandt,U,GER,,M
Raheel Manji,R,CAN,,M
Rocco Savin,U,CRO,,M
David Juras,R,SVK,,M
Martin Fekiac,U,SVK,,M
Vitalii Shcherba,U,UKR,,M
Grigoriy Korobeynikov,R,UZB,,M
Azizbek Lukmanov,U,UZB,,M
Duje Kekez,R,CRO,,M
Brian Brogan,U,USA,,M
Rick Kepler,R,USA,,M
Jannik Opitz,U,GER,,M
Arnd Weyhausen,U,GER,,M
Ramazan Nureev,R,RUS,,M
Gustavo Teisen Pereira,U,BRA,,M
Antonin Stepanek,U,CZE,,M
Timur Sottimov,U,UZB,,M
Caleb Chakravarthi,U,USA,,M
Kushaan Nath,R,IND,,M
Christopher Rosensteel,U,USA,,M
Vadim Alekseenko,R,UKR,,M
Gleb Alekseenko,R,UKR,,M
Michiel De Krom,U,NED,,M
Rana Roop Singh Bhullar,R,NOR,,M
Shane Vinsant,R,USA,,M
Andrew Korinek,U,USA,,M
Zakhar Trapeznikov,U,RUS,,M
Scott Clayton,U,GBR,,M
Bruno Mardones,R,ESP,,M
Mario Mansilla Diez,U,ESP,,M
Jose Juarez Caro,U,ESP,,M
Mikhail Korovin,R,RUS,,M
Arthur Surreaux,R,FRA,,M
Norbert Tadyszak,U,POL,,M
Jakub Gewert,R,POL,,M
Jakub Grzegorczyk,U,POL,,M
Maciej Lorenz,U,POL,,M
Mihailo Samardzija,U,BIH,,M
Ju Hae Moon,L,KOR,,M
Ki Su Jung,L,KOR,,M
Francesco Moncagatto,U,ITA,,M
Pietro Ansaldo,R,ITA,,M
Florian Lakat,U,FRA,,M
Wayne Montgomery,R,RSA,,M
Tomislav Draganja,U,CRO,,M
Iznaur Akhmaev,R,RUS,,M
Andrea Del Federico,R,ITA,,M
Frederic Stotz,R,FRA,,M
Yannick Thivant,U,FRA,,M
Tadiwa Chinamo,R,ZIM,,M
Curtis Clarke,R,GBR,,M
Akram El Sallaly,U,EGY,,M
Oscar Matias Leiva Biason,U,CHI,,M
Mauricio Alvarez Guzman,R,CHI,,M
Javier Naser,U,CHI,,M
Jorge Abde Celis,U,CHI,,M
Matias Soto,U,CHI,,M
Andrew Ruppli,L,SUI,,M
Timur Maulenov,R,KAZ,,M
Leonard Von Hindte,R,GER,,M
Lorenzo Santini,R,ITA,,M
Federico Cecconi,U,ITA,,M
Olivier Duberville,U,FRA,,M
Yurii Dzhavakian,R,UKR,,M
Alexander Pavlioutchenkov,R,RUS,,M
Shohei Chikami,R,JPN,,M
Masaki Osafune,R,JPN,,M
Alejandro Hoyos Franco,U,COL,,M
Andrea Trapani,R,ITA,,M
Daniele Catini,U,ITA,,M
Giuliano Benedetti,U,ITA,,M
Alessandro Procopio,U,ITA,,M
Sean Sculley,U,USA,,M
Ryan Hardin,U,USA,,M
Sathi Reddy,R,IND,,M
Jack Murray,R,USA,,M
Cameron Silverman,U,USA,,M
Tristan Meraut,R,FRA,,M
Junior Ore,U,USA,,M
Catalin Ionut Gard,R,ROU,,M
Jan Simon Vrbsky,U,GER,,M
Florian Broska,R,GER,,M
Kai Wehnelt,R,GER,,M
Pavel Filin,U,BLR,,M
Jorge Enrique Gonzalez Aramburu,U,MEX,,M
Cesar Ramirez,R,MEX,,M
Eduardo Yahir Orozco Rangel,U,MEX,,M
Breno Lodis,U,BRA,,M
Eric Morris,R,USA,,M
Raony Carvalho,R,BRA,,M
Tsung Hao Huang,U,TPE,,M
Teodor Dacian Craciun,R,ROU,,M
Ioan Dan Abrudan,R,ROU,,M
Sung Min Han,U,KOR,,M
Igor Kolaric,U,SRB,,M
Felix Albert,U,GER,,M
Juan Erro,U,ESP,,M
Filip Dolezel,U,CZE,,M
Victor Girat Magin,U,FRA,,M
Janos Zibrat,R,SLO,,M
David Lucas Ambrozic,U,SLO,,M
Oleksander Byelinskyy,U,UKR,,M
Henri Squire,U,GER,,M
Daniel Guccione,R,AUS,,M
William Ma,R,AUS,,M
Ken Cavrak,U,AUS,,M
Juan Ignacio Iliev,U,ARG,,M
Andrea Bolla,U,ITA,,M
Antonio Ruiz,R,MEX,,M
Jia Cheng Zhu,U,CHN,,M
Francois Arthur Vibert,U,FRA,,M
Mohamed Nazim Makhlouf,R,ALG,,M
Sung Jun Park,U,KOR,,M
Sung Hun Kim,U,KOR,,M
Dhakshineswar Suresh,R,IND,,M
Armaan Bhatia,R,IND,,M
Milan Radojkovic,U,SRB,,M
Roberto Marelli,R,ITA,,M
Pietro Mugelli,R,ITA,,M
Sean Van Rensburg,U,AUS,,M
Joaquin Caballer,U,ESP,,M
Pawel Zawisza,U,POL,,M
Hyeong Jin Cho,U,KOR,,M
Yu Seob Kim,U,KOR,,M
Eun Chong Shin,U,KOR,,M
Spencer Furman,U,USA,,M
Mirko Martinez,U,SUI,,M
Minhtuan Pham,R,VIE,,M
Mousheg Hovhannisyan,U,USA,,M
Timothy Sah,U,USA,,M
Jack Vance,U,USA,,M
Luca Gelhardt,U,GER,,M
Oliver Hudson,R,GBR,,M
Carlos Cuevas,U,CHI,,M
Cesar Antonio Gomez Diaz,R,MEX,,M
David Argasinski,U,POL,,M
Joel Kielbowicz,U,USA,,M
Pawin Jirapoomdaje,U,THA,,M
Kittirat Kerdlaphee,U,THA,,M
Punnakrit Kritakara,R,THA,175,M
Nutdanai Sincharoenwattana,U,THA,,M
Phongsapak Kerdlaphee,R,THA,,M
Adrian Obert,R,GER,,M
Roberto Maytin,R,VEN,,M
Corey Gaal,U,AUS,,M
Jesse Delaney,U,AUS,,M
Juan Pablo Grassi Mazzuchi,U,ARG,,M
Yu Chang,U,CHN,,M
Tobias Sonne,U,ARG,,M
Gaston Tonello,U,ARG,,M
Francisco Aranguren,U,ARG,,M
Seung Ri Choi,U,KOR,,M
Dae Hee Lee,U,KOR,,M
Dong Hak Sin,U,KOR,,M
Jun Sang Park,U,KOR,,M
Domenico Scelzi,U,ITA,,M
Kevin Portmann,R,ITA,,M
Arvid Nordquist,U,SWE,,M
Eric Ahren Moonga,R,SWE,,M
Malik Bhatnagar,R,CAN,,M
Sebastien Collard,U,CAN,,M
Oliver Marach,R,AUT,185,M
Denys Mylokostov,L,UKR,,M
Fabian Marozsan,R,HUN,,M
Peter Balla,U,HUN,,M
Dylan Gee,U,GBR,,M
Bjorn Hoffmann,U,USA,,M
Thomas Wright,U,GBR,,M
Mandresy Rakotomalala,R,FRA,,M
William Kirkman,,DOM,,M
Xiao Qi,U,CHN,,M
Zhao Tai Li,U,CHN,,M
Peng Xiang Gong,U,CHN,,M
Jiajun Zhang,U,CHN,,M
Yanais Laurent,R,FRA,,M
Fabio Costa,U,BRA,,M
Matteo Vialmin,R,SUI,,M
Pierre Louis Dodens,U,SUI,,M
Carlos Arana,U,PAN,,M
Jose Gilbert Gomez,U,PAN,,M
Mateo Galdon,U,ARG,,M
Sean Hodkin,U,GBR,,M
Max Stewart,R,GBR,,M
Nuno Deus,U,POR,,M
Felipe Cunha Silva,R,POR,,M
Andre Gaspar Murta,U,POR,,M
Patrick Walker,U,USA,,M
Henry Choi,U,CAN,,M
Rahim Esmail,R,CAN,,M
George Jecminek,R,CAN,,M
Alexander Day,U,CAN,,M
Lukas Smolak,R,SVK,,M
Tao Mu,U,CHN,,M
Rodion Pak,U,KAZ,,M
Sven Lemstra,U,GER,,M
Daniil Zarichanskyy,L,UKR,,M
Diego Matos,U,BRA,,M
Vishal Punna,R,IND,,M
Felipe Muzzi,U,BRA,,M
George Hime,L,BRA,,M
Michele Cappellacci,U,ITA,,M
Toni Simonovic,R,CRO,,M
Luisa Uscocovich,U,ECU,,F
Mikaela Molina Bugarija,U,ECU,,F
Kayla Frost,U,BAR,,F
Cherise Slocombe,U,BAR,,F
Alejandra Obando,U,HON,,F
Aranza Lailu Benitez Ellis,U,PAN,,F
Shenelle Mohammed,U,TRI,,F
Jahana Bayramova,U,TKM,,F
Guljan Muhammetkuliyeva,U,TKM,,F
Yasmin Mansouri,U,CAN,,F
Alina Lazareva,U,KGZ,,F
Myrzaiym Sherikulova,U,KGZ,,F
Aigerim Akzhol Kyzy,U,KGZ,,F
Claudine Schaul,R,LUX,,F
Casey Dellacqua,L,AUS,,F
Igor Kunitsyn,R,RUS,180,M
Marie Elise Casares,R,ECU,,F
Ana Gabriela Zavala Mata,U,HON,,F
Luisanna Rodriguez,U,DOM,,F
Ana Sofia Cordero,U,PUR,,F
Malak Jasim Fardan,U,BRN,,F
Nazli Nader Redha,U,BRN,,F
Maram Mohamed Sharif,U,BRN,,F
Yee Loon Goh,U,SGP,,F
Gerda Zykute,U,LTU,,F
Wallis Vitis,U,FRA,,F
Sacha Jones,R,AUS,,F
Hannah Chambers,U,BAR,,F
Tangia Riley Codrington,U,BAR,,F
Shelby Madeiros,U,BER,,F
Ashley Brooks,U,BER,,F
Carlista Mohammed,U,TRI,,F
Nancy Karaky,R,LIB,,F
Kimia Rahmani,U,IRI,,F
Sarah Al Balushi,U,OMA,,F
Kimiya Asbaghipour,U,IRI,,F
Sara Azaddoost,U,IRI,,F
Maryam Al Balushi,U,OMA,,F
Maya Bseisu,U,BRN,,F
Safa Safar,U,BRN,,F
Aisha Al Suleimani,U,OMA,,F
Yara Fayssal,U,LBN,,F
Michael Mathayomchand,R,THA,,M
Eric Vanshelboim,U,UKR,,M
Thanapet Chanta,U,THA,,M
Juan Martin Fumeaux,U,URU,,M
Emiliano Troche,U,URU,,M
Nathan Chavez,U,USA,,M
Rishi Reddy,U,IND,,M
S D Prajwal Dev,R,IND,,M
Nikshep Ballekere Ravikumar,R,IND,,M
James Hopper,U,GBR,,M
Nico Mostardi,U,USA,,M
Francesco Maestrelli,U,ITA,,M
Alonso Alejandro Delgado,U,MEX,,M
Kamen Damov,U,CAN,,M
Ilya Tiraspolsky,U,CAN,,M
Korey Lovett,R,USA,,M
Gabriel Diallo,U,CAN,,M
Cleeve Harper,U,CAN,,M
Austin Rapp,U,USA,,M
Milledge Cossu,R,USA,,M
Aliaksandr Bulitski,R,BLR,,M
Bekzat Usipbekov,U,KAZ,,M
Rostislav Galfinger,U,KAZ,,M
Anatoliy Petrenko,R,UKR,,M
Nenad Zimonjic,R,SRB,190,M
Gerhardt Marius Becker,L,RSA,,M
Vaughn Hunter,L,RSA,,M
Muzingaye Dickson Andile Sibanda,U,ZIM,,M
Chrisjan Van Wyk,R,RSA,,M
Vasilios Caripi,U,RSA,,M
Robbie Arends,U,RSA,,M
Martin Krumich,R,CZE,,M
Bogdan Ionut Apostol,U,ROU,,M
Radu Mihai Papoe,R,ROU,,M
Matei Adrian Georgescu,U,ROU,,M
Gabriele Felline,U,ITA,,M
Diego Augusto Barreto Sanchez,U,ESP,,M
Michael Weindl,U,GER,,M
Max Wiskandt,R,GER,,M
Lorenzo Bocchi,R,ITA,,M
Brian Cernoch,U,USA,,M
Angel Diaz Jalil,R,ECU,,M
Alexander Zederbauer,U,ECU,,M
Gianluca Ballotta,U,PER,,M
Christopher Li,R,PER,,M
Paulo Andre Saraiva Dos Santos,U,BRA,,M
Joao Marcos Nusdeo,R,BRA,,M
Sean Cuenin,U,FRA,,M
Danylo Veremeychuk,U,UKR,,M
Lucas Poullain,U,FRA,,M
Simone Roncalli,R,ITA,,M
Jamie Davis,R,RSA,,M
Devin Badenhorst,R,RSA,,M
Miguel Fernando Pereira,U,CHI,,M
Dylan Salton,U,RSA,,M
Mark Owen Endler,U,GER,,M
Danil Ozernoy,U,KAZ,,M
Dominik Palan,U,CZE,,M
John Echeverria,U,ESP,,M
Daniil Golubev,U,RUS,,M
Marco Miceli,U,ITA,,M
Vaja Uzakov,R,UZB,,M
Lorenzo Claverie,R,ITA,196,M
Cyril Vandermeersch,U,FRA,,M
Martin Breysach,U,FRA,,M
Jerome Kym,,SUI,,M
Frane Nincevic,U,CRO,,M
Angel Guerrero Melgar,U,ESP,,M
Miguel Gomes,U,POR,,M
Mili Poljicak,U,CRO,,M
Boris Butulija,U,SRB,,M
Juan Diego Rojas,U,ECU,,M
Omar Suarez,U,ECU,,M
Stefano Reitano,R,ITA,,M
Antun Vidak,U,CRO,,M
Fabio Coelho,R,POR,,M
Milos Karol,R,SVK,,M
Lukas Palovic,U,SVK,,M
Matej Galik,U,SVK,,M
Lukas Pokorny,U,SVK,,M
Axel Garcian,U,FRA,,M
Mathys Erhard,U,FRA,,M
Arthur Reymond,U,FRA,,M
Sascha Gueymard Wayenburg,R,FRA,,M
Dmitry Bezborodov,U,KAZ,,M
Lorenzo Angelini,U,ITA,,M
Michele Vianello,R,ITA,,M
Jakub Nicod,U,CZE,,M
Adam Jurajda,R,CZE,,M
Jakub Mensik,U,CZE,,M
Duarte Vale,U,POR,,M
Georgii Kravchenko,R,UKR,,M
Jakob Aichhorn,U,AUT,,M
Benedikt Emesz,R,AUT,,M
Bjorn Nareyka,U,AUT,,M
Guy Den Ouden,U,NED,,M
Bart Van Den Berg,U,NED,,M
Stefan Palosi,R,ROU,,M
Oleg Prihodko,R,UKR,,M
Timur Mukhtarulin,R,UKR,,M
Yerassyl Yerdilda,U,KAZ,,M
Islam Orynbasar,U,KAZ,,M
Alessio De Bernardis,U,ITA,,M
Kirill Kolganov,U,KAZ,,M
Alberto Barroso Campos,R,ESP,,M
Blas Ruiz Romero,U,ESP,,M
Iiro Vasa,U,FIN,,M
Roni Rikkonen,U,FIN,,M
Stefan Dostanic,R,USA,,M
Aleksander Orlikowski,U,POL,,M
Wojciech Marek,R,POL,,M
Marcel Politowicz,U,POL,,M
Nicolas Herrero Cuesta,U,ESP,,M
Matthew William Donald,U,CZE,,M
Bart Stevens,R,NED,,M
Krystof Zapsky,U,CZE,,M
Marco De Rossi,R,SMR,,M
Fletcher Scott,U,USA,,M
Marco Speronello,R,ITA,,M
Emiliano Maggioli,U,ITA,,M
Oleksandr Ovcharenko,R,UKR,,M
Jiri Jenicek,R,CZE,,M
Jasza Szajrych,U,POL,,M
Tatiana Golovin,R,FRA,175,F
Lauren Anzalotta Kynoch,U,PUR,,F
Maria Cecilia Aguiar,U,PUR,,F
Erika Barquero,U,PUR,,F
Violet Apisah,U,POC,,F
Melena Lopez,U,BAR,,F
Anya King,U,TTO,,F
Chloe Weekes,U,BAR,,F
Lucia De Santa Ana,R,URU,,F
Nika Mykolayivna Khmolovska De Saladin,U,DOM,,F
Mubaraka Al Naimi,U,QAT,,F
Whitley Pate,U,USA,,F
Nikol Rivkin,R,GER,,F
DUPE Barbora Palicova,R,CZE,,F
Kayla Cross,L,CAN,,F
Jeremy Schifris,U,GER,,M
Panu Virtanen,U,FIN,,M
Alexander Lebedev,U,USA,,M
Ronald Hohmann,R,USA,,M
Adil Karimov,R,UZB,,M
Shamael Chaudhry,U,GBR,,M
Chris Wettengel,R,USA,,M
Mario Gonzalez Fernandez,U,ESP,,M
Digvijaypratap Singh,R,IND,,M
Miguel Damas,U,ESP,,M
Pablo Llamas Ruiz,R,ESP,,M
Jordan Correia Passos Do Carmo,U,BRA,,M
Skander Ben Abdallah,U,TUN,,M
Nemanja Malesevic,U,BIH,,M
Young Seok Lee,R,KOR,,M
Niccolo Inserra,U,ITA,,M
Chang Lin Tsai,U,TPE,,M
Amador Salazar,U,CHI,,M
Gian Marco Ortenzi,U,ITA,,M
